@relation JM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
23,7,0,0,4,3,1,56,36.02,24.29,21253.29,0.29,175,0.04,1180.74,875,71,104,19,13,81,N
7,17,1,18,9,2,5,37,20.93,35.85,26903.76,0.25,141,0.03,1494.65,750.39,53,88,17,23,65,N
4,5,1,1,3,3,1,16,27.75,9.04,2265.87,0.08,54,0.11,125.88,250.77,23,31,14,11,24,N
2,5,0,2,3,3,1,23,33.77,11.05,4125.77,0.12,74,0.09,229.21,373.29,30,44,19,14,30,N
6,9,0,0,5,5,1,28,28.31,26,19136.87,0.25,150,0.04,1063.16,736.03,68,82,17,13,36,N
11,5,0,7,3,3,1,35,108.64,10.29,11493.95,0.37,197,0.1,638.55,1117.47,96,101,42,9,55,N
1,11,0,0,6,3,3,19,19.21,15.17,4419.98,0.1,62,0.07,245.55,291.43,26,36,12,14,23,N
3,9,0,5,5,5,4,32,83.3,13.54,15279.97,0.38,191,0.07,848.89,1128.22,89,102,46,14,40,Y
3,25,0,25,13,13,10,74,60.44,27.14,44517.84,0.55,265,0.04,2473.21,1640.3,118,147,50,23,104,Y
2,1,0,0,1,1,1,4,10.63,3.75,149.49,0.01,12,0.27,8.3,39.86,5,7,4,6,8,N
3,11,0,4,6,4,5,54,50.11,25.15,31688.88,0.42,220,0.04,1760.49,1260.14,90,130,34,19,64,N
2,11,0,0,6,2,1,36,23.15,31.27,22632.04,0.24,149,0.03,1257.34,723.84,67,82,15,14,38,N
0,1,0,0,1,1,1,5,26.05,3.12,254.41,0.03,22,0.32,14.13,81.41,10,12,8,5,7,N
2,3,0,0,2,2,1,10,16.59,5.79,555.43,0.03,24,0.17,30.86,96,9,15,7,9,15,Y
7,11,1,13,6,5,5,33,33.82,20.58,14323.04,0.23,126,0.05,795.72,695.97,49,77,25,21,57,N
16,9,0,1,5,5,1,145,145.12,37.4,202995.67,1.81,834,0.03,11277.54,5427.5,379,455,76,15,164,Y
3,3,0,0,2,2,1,12,35.81,4.8,825.1,0.06,38,0.21,45.84,171.9,18,20,15,8,17,N
13,21,2,4,11,9,4,75,58.69,22.75,30374.3,0.45,232,0.04,1687.46,1335.13,91,141,36,18,96,Y
4,9,0,0,5,4,1,17,19.58,17,5658.32,0.11,70,0.06,314.35,332.84,20,50,10,17,23,N
4,4,1,7,3,3,1,22,30.13,8.87,2369.08,0.09,55,0.11,131.62,267.19,19,36,15,14,37,Y
2,3,0,3,2,2,1,7,13.84,3.5,169.51,0.02,14,0.29,9.42,48.43,4,10,4,7,14,N
3,5,1,7,3,3,1,12,26.16,11.54,3482.89,0.1,65,0.09,193.49,301.85,25,40,13,12,26,N
3,5,0,2,3,2,1,9,15.97,14.3,3266.13,0.08,52,0.07,181.45,228.4,26,26,10,11,16,N
2,11,0,0,6,1,5,16,13.69,18.89,4883.23,0.09,55,0.05,271.29,258.51,20,35,9,17,20,N
1,3,0,0,2,2,1,7,11.53,4.8,265.68,0.02,16,0.21,14.76,55.35,8,8,5,6,10,N
42,1,0,25,1,1,1,144,194.78,43.64,370994.3,2.83,1288,0.02,20610.79,8500.69,564,724,84,13,213,N
4,3,0,0,2,2,1,14,35.41,8.59,2615.19,0.1,64,0.12,145.29,304.31,25,39,16,11,20,N
18,25,0,7,13,10,1,119,25.77,112.64,326989.18,0.97,535,0.01,18166.07,2903.05,236,299,22,21,147,N
1,7,0,0,4,3,4,5,17.28,5.79,578.57,0.03,25,0.17,32.14,100,9,16,7,9,8,N
0,3,0,0,2,1,1,2,14,5.14,370.29,0.02,18,0.19,20.57,72,8,10,7,9,4,N
1,21,0,0,11,3,11,29,15.83,42,27922.42,0.22,145,0.02,1551.25,664.82,42,103,8,16,32,N
1,3,0,0,2,2,1,4,26.06,5.6,817.31,0.05,35,0.18,45.41,145.95,14,21,10,8,7,N
3,9,0,1,5,1,3,25,15.59,21.75,7373.28,0.11,73,0.05,409.63,339,29,44,10,15,32,N
3,13,0,0,7,4,1,46,30.18,26.27,20829.29,0.26,150,0.04,1157.18,792.81,68,82,22,17,51,N
10,35,1,23,18,7,15,110,56.95,41.25,96899.18,0.78,393,0.02,5383.29,2349.07,165,228,42,21,150,N
6,9,0,0,5,2,1,31,33.87,15.94,8610,0.18,108,0.06,478.33,540,41,67,18,14,39,Y
2,3,0,4,2,1,1,14,17.14,19.25,6352.46,0.11,74,0.05,352.91,330,22,52,8,14,24,N
0,3,0,0,2,2,1,8,26.55,4,424.79,0.04,25,0.25,23.6,106.2,11,14,11,8,10,N
3,5,0,0,3,2,1,25,29.03,11.29,3703.18,0.11,65,0.09,205.73,327.89,24,41,17,16,28,N
15,13,0,0,7,7,1,43,67.32,12.33,10239.39,0.28,156,0.08,568.85,830.22,74,82,30,10,60,N
0,1,0,0,1,1,1,5,14.58,5,364.54,0.02,23,0.2,20.25,72.91,8,15,4,5,7,N
11,21,3,17,11,6,9,58,58.85,25.06,36971.26,0.49,254,0.04,2053.96,1475.07,115,139,39,17,93,N
1,1,0,0,1,1,1,10,26.63,10.83,3124.78,0.1,60,0.09,173.6,288.44,25,35,15,13,13,N
3,1,0,1,1,1,1,11,22.67,12,3264.3,0.09,61,0.08,181.35,272.03,20,41,10,12,18,N
1,7,0,0,4,2,3,7,11.89,8.25,809.32,0.03,24,0.12,44.96,98.1,9,15,6,11,10,N
3,41,0,2,21,9,16,52,45.88,36.22,60192.39,0.55,273,0.03,3344.02,1661.88,110,163,41,27,59,N
0,3,0,1,2,2,1,5,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,8,N
3,3,0,2,2,1,1,11,16.71,10.29,1768.15,0.06,44,0.1,98.23,171.9,18,26,7,8,18,N
12,15,3,19,8,7,1,52,41.29,33.25,45651.03,0.46,250,0.03,2536.17,1372.96,76,174,24,21,88,Y
2,5,0,3,3,3,3,19,21.25,19,7672.54,0.13,84,0.05,426.25,403.82,38,46,14,14,27,N
30,11,0,7,6,6,1,36,28.15,17.92,9037.87,0.17,100,0.06,502.1,504.44,43,57,18,15,75,N
13,12,0,0,11,2,1,63,44.42,14.43,9243.17,0.21,116,0.07,513.51,640.73,41,75,27,19,78,N
6,7,0,0,4,3,1,24,27.6,12.32,4190.01,0.11,70,0.08,232.78,340.06,23,47,14,15,32,N
4,19,3,3,10,10,1,53,73.47,22.5,37194.69,0.55,315,0.04,2066.37,1653.1,145,170,29,9,65,N
1,1,0,0,1,1,1,3,9.51,4,152.21,0.01,11,0.25,8.46,38.05,3,8,3,8,6,N
1,7,0,0,4,4,4,7,23.41,8,1498.37,0.06,42,0.13,83.24,187.3,16,26,11,11,10,N
2,1,0,2,1,1,1,4,14.8,5.25,407.97,0.03,21,0.19,22.67,77.71,9,12,6,7,10,N
9,15,0,0,8,6,1,40,40.33,33.84,46192.44,0.45,233,0.03,2566.25,1364.91,103,130,35,23,51,N
3,5,0,0,3,3,1,12,30.96,6.07,1141.33,0.06,41,0.16,63.41,187.98,17,24,14,10,17,N
5,19,0,0,10,7,9,48,47.99,22,23226.57,0.35,181,0.05,1290.36,1055.75,70,111,35,22,56,N
18,25,6,26,13,11,4,91,56.47,61.01,210218.88,1.15,568,0.02,11678.83,3445.54,205,363,42,25,144,N
17,97,0,92,49,16,34,139,99.72,97,938311.06,3.22,1469,0.01,52128.39,9673.31,388,1081,64,32,250,Y
9,21,0,8,11,8,6,49,71.72,15.81,17934.97,0.38,192,0.06,996.39,1134.12,80,112,43,17,69,N
4,3,0,1,2,2,1,14,40.47,7.25,2127.42,0.1,64,0.14,118.19,293.44,29,35,16,8,22,N
4,5,0,0,3,2,3,12,15.29,10.5,1685.67,0.05,36,0.1,93.65,160.54,12,24,8,14,18,N
6,19,0,8,10,6,6,22,42.91,27.23,31823.25,0.39,204,0.04,1767.96,1168.5,83,121,32,21,38,N
1,3,0,1,2,2,1,6,24.38,5.32,689.54,0.04,30,0.19,38.31,129.66,13,17,11,9,11,N
2,5,7,3,3,2,1,26,37.91,24.48,22721.17,0.31,169,0.04,1262.29,928.12,67,102,26,19,40,Y
1,5,0,0,3,3,1,9,18.88,8.55,1380.15,0.05,38,0.12,76.68,161.42,19,19,10,9,12,N
8,21,0,0,11,10,11,40,52.56,20,21022.62,0.35,181,0.05,1167.92,1051.13,72,109,36,20,50,N
2,11,0,4,6,2,5,17,10.47,25.71,6925.98,0.09,58,0.04,384.78,269.34,20,38,7,18,25,N
5,25,0,7,13,8,8,51,50.93,19.53,19414.7,0.33,167,0.05,1078.59,994.35,71,96,40,22,65,N
5,99,13,4,50,34,4,122,111.2,51.27,292267.81,1.9,876,0.02,16237.1,5700.83,364,512,71,20,146,Y
2,7,0,0,4,2,3,14,32.15,11.29,4101.97,0.12,72,0.09,227.89,363.2,24,48,17,16,18,N
2,5,0,0,3,2,1,11,15.29,6.42,629.47,0.03,24,0.16,34.97,98.1,7,17,6,11,15,N
3,13,1,3,7,7,1,27,36.94,7.71,2198.45,0.09,63,0.13,122.14,284.98,24,39,14,9,36,N
2,9,0,5,5,2,5,10,14.83,9.63,1373.5,0.05,32,0.1,76.31,142.7,11,21,8,14,19,Y
7,11,5,4,6,2,1,13,17.46,20.45,7307.05,0.12,76,0.05,405.95,357.23,30,46,11,15,31,Y
1,5,0,0,3,3,1,16,29.2,5.6,915.59,0.05,40,0.18,50.87,163.5,16,24,10,7,19,N
4,9,0,0,5,3,1,19,19.78,13.46,3584.45,0.09,56,0.07,199.14,266.27,25,31,13,14,25,N
7,23,0,6,12,1,12,41,27.26,33,29685.71,0.3,174,0.03,1649.21,899.57,66,108,18,18,56,N
0,7,0,0,4,1,4,10,18.82,4,301.14,0.03,21,0.25,16.73,75.28,8,13,6,6,12,N
2,5,0,6,3,1,3,9,13.4,6.25,523.51,0.03,22,0.16,29.08,83.76,5,17,4,10,19,N
3,17,2,3,9,7,7,29,25.45,28.6,20819.74,0.24,135,0.03,1156.65,727.96,52,83,20,22,39,N
5,9,0,3,5,3,1,21,80.67,5.7,2621.03,0.15,87,0.18,145.61,459.83,38,49,30,9,31,Y
9,3,0,1,2,2,1,24,33.6,13.33,5973.51,0.15,86,0.08,331.86,448.01,35,51,21,16,36,Y
17,23,4,13,12,8,6,96,78.71,35.6,99732.57,0.93,436,0.03,5540.7,2801.85,195,241,63,23,133,N
12,403,0,16,402,402,1,1213,100.84,408.73,16846621.12,13.74,4022,0,935923.39,41217.16,1607,2415,806,410,1243,Y
5,131,0,2,66,59,63,129,103.54,44.86,208407.84,1.55,721,0.02,11578.21,4645.36,282,439,66,21,138,N
7,43,7,0,22,6,21,53,53.73,19.81,21095.36,0.35,185,0.05,1171.96,1064.65,73,112,35,19,69,Y
4,3,0,5,2,2,1,10,11.28,10.8,1315.82,0.04,32,0.09,73.1,121.84,12,20,5,9,21,N
6,33,14,0,18,8,18,67,51.51,38.63,76854.68,0.66,369,0.03,4269.7,1989.77,103,266,24,18,89,N
2,3,0,1,2,2,1,8,18.91,5.5,572,0.03,26,0.18,31.78,104,11,15,8,8,14,N
3,1,3,0,1,1,1,15,55.43,7.83,3395.1,0.14,86,0.13,188.62,433.82,36,50,23,10,23,N
3,5,0,0,3,3,1,8,11.86,5.25,326.92,0.02,18,0.19,18.16,62.27,6,12,4,7,13,Y
16,7,0,3,4,4,1,28,46.75,16.19,12247.78,0.25,137,0.06,680.43,756.73,46,91,27,19,49,Y
8,3,0,0,2,2,1,13,24.49,8.25,1666.88,0.07,46,0.12,92.6,202.05,15,31,10,11,24,Y
2,3,0,1,2,1,1,13,16.92,8.4,1193.92,0.05,31,0.12,66.33,142.13,12,19,10,14,18,Y
3,9,0,0,5,4,5,15,9.92,26.92,7183.79,0.09,59,0.04,399.1,266.89,19,40,6,17,20,N
0,1,0,0,1,1,1,10,30.73,6.65,1359.08,0.07,50,0.15,75.5,204.37,19,31,10,7,12,N
5,5,0,0,3,3,1,21,26.75,9.6,2464.93,0.09,54,0.1,136.94,256.76,24,30,15,12,28,N
13,17,0,0,9,8,3,56,35.37,45.96,74695.41,0.54,312,0.02,4149.74,1625.35,151,161,23,14,73,N
0,31,0,0,16,16,16,15,39.89,14.67,8581.85,0.2,126,0.07,476.77,585.13,44,82,15,10,17,N
2,1,0,0,1,1,1,5,22.94,2.5,143.4,0.02,16,0.4,7.97,57.36,7,9,7,5,9,Y
4,9,0,0,5,5,3,17,25.75,20.12,10422.1,0.17,101,0.05,579.01,518.05,38,63,17,18,23,N
3,5,0,0,3,2,1,15,18.15,17.36,5467.5,0.11,63,0.06,303.75,315,27,36,14,18,18,Y
0,5,0,0,3,3,1,13,18.24,4.67,397.18,0.03,23,0.21,22.07,85.11,8,15,6,7,15,Y
3,7,0,3,4,4,4,10,20.95,17.73,6582.75,0.12,79,0.06,365.71,371.33,26,53,11,15,18,N
0,1,0,0,1,1,1,6,18.18,5.5,550,0.03,25,0.18,30.56,100,11,14,8,8,6,N
4,9,0,0,5,5,4,29,37.17,10.86,4381.42,0.13,80,0.09,243.41,403.55,38,42,21,12,35,Y
14,13,3,4,7,2,5,25,19.75,23.75,11141.81,0.16,93,0.04,618.99,469.13,35,58,14,19,48,N
2,7,0,0,4,2,3,7,31.12,9.06,2555.86,0.09,60,0.11,141.99,282.03,29,31,16,10,11,N
0,6,0,0,5,1,1,19,26.57,6.87,1255.79,0.06,43,0.15,69.77,182.66,10,33,8,11,21,N
4,13,0,0,7,6,3,27,41.43,17.81,13145.13,0.25,136,0.06,730.28,737.97,45,91,24,19,33,N
8,11,0,5,6,6,1,47,77.33,12.63,12344.19,0.33,169,0.08,685.79,977.05,74,95,41,14,63,Y
65,45,0,96,23,6,14,120,21.22,143.69,438109.78,1.02,581,0.01,24339.43,3049.05,209,372,16,22,284,N
5,3,0,12,2,2,1,19,26.68,15.86,6708.2,0.14,90,0.06,372.68,423.04,37,53,14,12,44,N
3,1,0,0,1,1,1,5,16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,7,9,6,6,10,N
3,9,0,0,5,4,4,22,41.45,11.26,5254.23,0.16,86,0.09,291.9,466.66,38,48,27,16,27,N
0,3,0,0,2,1,1,2,6.64,5.25,183.06,0.01,11,0.19,10.17,34.87,3,8,2,7,4,N
4,17,0,3,9,4,9,17,17.76,26.25,12236.56,0.16,95,0.04,679.81,466.15,35,60,12,18,27,N
25,35,2,2,23,15,5,133,62.78,56.36,199427.95,1.18,515,0.02,11079.33,3538.24,217,298,77,40,165,Y
1,3,0,0,2,1,1,10,12.56,11.2,1574.91,0.05,38,0.09,87.49,140.62,14,24,5,8,13,N
8,25,0,25,13,3,7,52,23.26,42.71,42441.62,0.33,182,0.02,2357.87,993.62,78,104,21,23,87,N
0,3,0,0,2,2,1,8,17.9,10.5,1973.83,0.06,41,0.1,109.66,187.98,15,26,10,14,11,N
7,19,4,18,10,3,5,44,28.02,26.77,20081.08,0.25,140,0.04,1115.62,750.06,62,78,22,19,75,N
28,45,0,31,23,15,10,184,233.12,27.43,175381.67,2.13,843,0.04,9743.43,6394.12,384,459,168,24,243,Y
2,7,0,0,4,1,4,9,16.98,8.67,1275.4,0.05,33,0.12,70.86,147.16,12,21,9,13,13,N
1,3,0,2,2,2,1,4,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,11,N
13,9,13,18,7,7,1,99,84.9,31.25,82911.41,0.88,402,0.03,4606.19,2653.16,180,222,72,25,145,N
36,21,2,3,11,9,1,152,97.32,45.59,202269.66,1.48,764,0.02,11237.2,4436.82,373,391,45,11,195,N
1,3,0,0,2,2,1,7,17.59,8.94,1404.74,0.05,37,0.11,78.04,157.17,13,24,8,11,10,N
9,43,0,4,22,11,15,79,83.81,31.88,85162.8,0.89,403,0.03,4731.27,2671.63,179,224,73,26,92,Y
4,1,4,0,1,1,1,5,22.56,10.55,2508.59,0.08,56,0.09,139.37,237.88,29,27,11,8,15,N
2,9,0,0,5,2,1,11,11.89,17.5,3640,0.07,52,0.06,202.22,208,21,31,6,10,15,N
8,23,2,4,12,12,12,48,70.36,16,18011.96,0.38,193,0.06,1000.66,1125.75,82,111,41,16,64,N
5,7,2,2,4,4,1,21,43.61,7.75,2619.3,0.11,67,0.13,145.52,337.97,31,36,22,11,32,N
14,29,0,7,15,12,8,65,49.54,37.3,68939.41,0.62,308,0.03,3829.97,1848,133,175,41,23,88,N
1,3,0,0,2,2,1,6,16.76,8.25,1140.99,0.05,32,0.12,63.39,138.3,11,21,8,12,9,N
30,9,0,1,5,1,1,21,12.26,17,3544.44,0.07,50,0.06,196.91,208.5,17,33,6,12,54,N
8,17,0,0,9,4,8,40,18.91,41.65,32799.55,0.26,147,0.02,1822.2,787.56,59,88,17,24,48,Y
4,15,0,0,8,5,6,35,43.49,14.27,8854.34,0.21,113,0.07,491.91,620.58,47,66,28,17,41,N
4,19,2,6,10,7,9,29,25.31,34.58,30263.09,0.29,168,0.03,1681.28,875.19,73,95,19,18,41,N
1,7,0,0,4,4,1,15,24.73,10,2472.54,0.08,52,0.1,137.36,247.25,25,27,15,12,18,N
2,5,0,0,3,2,3,6,11.99,5.4,349.52,0.02,17,0.19,19.42,64.73,6,11,5,9,10,N
5,11,0,0,6,6,1,12,13.92,16.67,3866.67,0.08,58,0.06,214.81,232,20,38,6,10,19,N
16,23,0,0,14,8,1,58,28.09,42.79,51441.63,0.4,213,0.02,2857.87,1202.14,79,134,24,26,76,N
2,17,1,8,9,2,8,14,24.56,22.45,12380.3,0.18,101,0.04,687.79,551.4,41,60,21,23,25,N
8,15,0,2,10,8,1,48,31.38,28,24605.47,0.29,152,0.04,1366.97,878.77,54,98,27,28,60,N
6,31,1,19,16,5,9,66,35.83,34.52,42683.63,0.41,218,0.03,2371.31,1236.59,91,127,29,22,94,Y
11,103,0,0,97,10,1,146,54.24,167.43,1520504.26,3.03,1153,0.01,84472.46,9081.62,460,693,136,99,159,N
2,9,0,0,5,3,4,21,13.1,35.89,16869.36,0.16,100,0.03,937.19,470.04,38,62,9,17,25,N
0,9,0,0,5,3,5,20,18.66,14.3,3816.53,0.09,59,0.07,212.03,266.89,22,37,10,13,22,N
3,9,0,0,5,3,3,24,20.48,14,4014.18,0.1,61,0.07,223.01,286.73,28,33,13,13,30,N
7,7,1,4,4,3,1,21,40.44,17.37,12202.02,0.23,132,0.06,677.89,702.49,47,85,23,17,35,N
2,17,0,0,9,2,6,20,13.18,35.7,16802.16,0.16,95,0.03,933.45,470.65,34,61,10,21,24,N
4,5,0,2,3,3,1,13,19.02,7.5,1069.68,0.05,33,0.13,59.43,142.62,10,23,8,12,22,N
8,9,0,0,5,4,1,26,30.2,18.29,10097.41,0.18,106,0.05,560.97,552.2,48,58,21,16,36,N
21,13,0,13,8,8,1,79,87,30.14,79057.67,0.87,405,0.03,4392.09,2622.67,173,232,66,23,115,Y
9,10,0,0,6,4,1,27,22.51,12.1,3295.12,0.09,62,0.08,183.06,272.32,22,40,10,11,38,Y
7,7,0,2,4,1,3,23,23.54,27.23,17457.12,0.21,126,0.04,969.84,641.02,43,83,15,19,34,N
5,7,0,0,4,2,1,19,25.7,25.15,16251.05,0.22,125,0.04,902.84,646.24,45,80,17,19,26,N
0,1,0,0,1,1,1,2,16.73,3,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,4,N
1,9,0,1,5,2,1,11,12.8,17.5,3920,0.07,56,0.06,217.78,224,21,35,6,10,16,N
13,52,0,0,31,2,1,92,42.71,38.71,64005.25,0.55,286,0.03,3555.85,1653.47,100,186,31,24,107,Y
66,41,0,10,21,13,12,249,263.95,51.85,709716.25,4.56,1779,0.02,39428.68,13686.71,755,1024,182,25,327,Y
2,1,0,0,1,1,1,12,71.16,5.6,2231.64,0.13,79,0.18,123.98,398.51,35,44,25,8,16,N
5,1,0,0,1,1,1,22,77.33,8.64,5776.46,0.22,121,0.12,320.91,668.35,55,66,35,11,29,N
45,48,0,1,45,45,1,186,66.39,67.38,301448.3,1.49,611,0.01,16747.13,4473.7,237,374,102,58,234,Y
1,1,0,0,1,1,1,3,13.79,1.5,31.02,0.01,8,0.67,1.72,20.68,3,5,3,3,6,N
2,10,2,1,6,1,1,26,18.85,21.82,8971.6,0.14,83,0.05,498.42,411.2,24,59,11,20,33,N
2,5,4,2,3,2,1,26,38.78,16.92,11097.18,0.22,125,0.06,616.51,655.99,58,67,24,14,34,N
10,47,1,7,24,10,16,81,41.8,40.89,69867.73,0.57,287,0.02,3881.54,1708.85,106,181,35,27,103,N
1,1,0,0,1,1,1,7,15.78,4,252.47,0.02,19,0.25,14.03,63.12,8,11,5,5,10,N
10,17,0,1,9,7,4,23,13.98,40,22374.62,0.19,122,0.03,1243.03,559.37,40,82,8,16,36,N
2,3,0,0,2,2,1,9,20.9,9.6,1926.47,0.07,45,0.1,107.03,200.67,16,29,10,12,13,N
3,7,0,0,4,2,4,17,15.32,19.55,5856.36,0.1,63,0.05,325.35,299.56,23,40,10,17,22,N
16,19,0,0,10,5,8,58,46.08,26.83,33181.37,0.41,212,0.04,1843.41,1236.57,92,120,36,21,76,Y
4,5,0,0,3,2,1,15,35.11,7.33,1888.14,0.09,53,0.14,104.9,257.47,24,29,18,11,21,N
10,4,3,3,3,3,1,40,38.16,23.6,21255.67,0.3,164,0.04,1180.87,900.66,59,105,25,20,58,N
1,9,0,0,5,3,3,10,15.72,8.25,1069.68,0.04,30,0.12,59.43,129.66,11,19,8,12,17,N
1,3,0,0,2,2,1,12,27.38,5.45,814.58,0.05,34,0.18,45.25,149.34,12,22,11,10,15,N
15,41,5,13,21,17,21,67,71.45,31.5,70891.35,0.75,371,0.03,3938.41,2250.52,138,233,46,21,102,Y
7,15,0,1,8,6,6,40,29.39,25.6,19261.03,0.25,137,0.04,1070.06,752.38,64,73,25,20,51,N
6,9,0,2,5,2,4,40,44.9,25.5,29196.02,0.38,211,0.04,1622,1144.94,78,133,26,17,51,N
2,9,0,0,5,2,1,13,12.39,10.29,1310.79,0.04,30,0.1,72.82,127.44,12,18,7,12,17,N
2,5,0,0,3,3,1,29,68.64,6.3,2724.37,0.14,92,0.16,151.35,432.44,42,50,20,6,33,N
14,7,0,3,5,5,1,47,31.77,37.5,44672.98,0.4,227,0.03,2481.83,1191.28,75,152,19,19,66,Y
1,1,0,0,1,1,1,4,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,7,N
18,33,4,12,17,12,3,86,56.72,44.82,113953.55,0.85,427,0.02,6330.75,2542.44,152,275,39,23,122,Y
2,5,0,0,3,2,3,21,30.08,14.25,6107.61,0.14,80,0.07,339.31,428.6,33,47,22,19,23,N
1,7,1,0,4,1,4,16,9.61,15.4,2279.2,0.05,37,0.06,126.62,148,14,23,5,11,20,N
4,3,0,1,2,1,1,25,35.61,11.14,4421.73,0.13,78,0.09,245.65,396.82,36,42,21,13,32,N
8,13,0,17,7,6,1,33,34.28,25.78,22774.73,0.29,155,0.04,1265.26,883.57,65,90,29,23,60,N
7,9,0,6,5,5,5,16,27.32,17.21,8086.76,0.16,94,0.06,449.26,470,39,55,17,15,31,N
1,16,1,1,11,11,1,43,38.48,20.38,15988.59,0.26,142,0.05,888.25,784.35,53,89,26,20,48,Y
7,15,0,8,8,8,6,42,57.81,23.9,33029.87,0.46,233,0.04,1834.99,1381.86,98,135,41,20,59,N
11,1,0,3,1,1,1,26,78.8,8.59,5817.75,0.23,132,0.12,323.21,677.07,58,74,27,8,43,N
4,5,0,0,3,2,1,14,21.61,8,1383.02,0.06,40,0.13,76.83,172.88,16,24,10,10,20,N
2,1,0,0,1,1,1,6,34.38,3.75,483.48,0.04,33,0.27,26.86,128.93,15,18,10,5,10,N
7,17,2,3,9,7,1,33,29.46,27.72,22634.06,0.27,147,0.04,1257.45,816.52,63,84,25,22,47,Y
1,5,0,0,3,2,1,19,16.99,12.6,2697.06,0.07,48,0.08,149.84,214.05,21,27,10,12,22,N
13,39,6,2,20,7,15,89,44.83,49.48,109777.66,0.74,382,0.02,6098.76,2218.41,142,240,33,23,112,Y
2,5,0,4,3,2,1,18,22.55,17.23,6696.54,0.13,80,0.06,372.03,388.64,28,52,13,16,26,N
2,1,0,0,1,1,1,6,11.81,6.75,538.15,0.03,24,0.15,29.9,79.73,9,15,4,6,11,N
3,3,0,1,2,2,1,12,60.09,4,961.47,0.08,50,0.25,53.42,240.37,24,26,21,7,18,N
0,38,0,2,37,37,1,115,88.86,48.85,212008.39,1.45,595,0.02,11778.24,4340.3,259,336,114,43,119,N
15,23,0,12,12,12,3,79,63.32,25.28,40453.51,0.53,262,0.04,2247.42,1600.43,108,154,47,22,111,N
18,25,2,20,13,8,11,29,41.93,27.45,31596.19,0.38,200,0.04,1755.34,1150.98,74,126,31,23,72,N
2,1,0,0,1,1,1,14,19.93,3.33,221.39,0.02,17,0.3,12.3,66.42,10,7,9,6,18,Y
0,1,0,0,1,1,1,5,21.76,3.5,266.51,0.03,20,0.29,14.81,76.15,7,13,7,7,7,N
8,3,0,0,2,2,1,12,22.73,12.46,3530.05,0.09,61,0.08,196.11,283.28,27,34,13,12,22,N
9,9,0,0,5,5,1,45,71.14,20.09,28722.62,0.48,243,0.05,1595.7,1429.48,108,135,43,16,56,Y
1,1,0,0,1,1,1,4,16.32,3.5,199.89,0.02,15,0.29,11.1,57.11,7,8,7,7,7,N
3,3,0,0,2,1,1,9,13.83,12.67,2218.42,0.06,46,0.08,123.25,175.14,19,27,6,8,15,N
12,9,0,0,5,2,3,46,45.83,22.78,23786.21,0.35,185,0.04,1321.46,1044.1,81,104,32,18,60,N
6,1,0,0,1,1,1,13,43.23,6.09,1602.57,0.09,56,0.16,89.03,263.22,23,33,17,9,22,N
7,5,0,6,3,3,1,26,49.94,10,4993.95,0.17,99,0.1,277.44,499.4,46,53,23,10,41,Y
6,23,0,2,12,4,8,35,21.55,25.94,14503.5,0.19,109,0.04,805.75,559.09,49,60,17,18,45,Y
3,5,0,3,3,3,1,23,36.88,16.92,10558.43,0.21,115,0.06,586.58,624.02,47,68,25,18,33,N
6,13,3,12,7,5,4,36,46.44,16.81,13123.81,0.26,143,0.06,729.1,780.7,65,78,29,15,62,N
9,19,0,1,10,9,7,44,38.5,28,30183.34,0.36,191,0.04,1676.85,1077.98,84,107,30,20,56,N
33,77,0,0,39,35,3,155,154.91,30.71,146112.75,1.59,695,0.03,8117.38,4757.62,331,364,97,18,190,Y
3,3,0,0,2,2,1,16,42.06,7,2060.88,0.1,60,0.14,114.49,294.41,28,32,20,10,21,N
0,5,1,0,3,3,1,13,27.93,11,3379.12,0.1,67,0.09,187.73,307.19,22,45,12,12,16,N
9,1,0,1,1,1,1,21,50.25,11.74,6924.53,0.2,115,0.09,384.7,589.87,45,70,23,12,33,N
3,11,0,0,6,2,3,14,17.82,14.73,3863.94,0.09,58,0.07,214.66,262.37,27,31,11,12,19,N
16,3,1,1,2,2,1,7,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,27,N
