@relation MC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
6,15,2,8,2,24,8,0.35,10,3,0,26,1,0,15,0,0,0,12.11,23.57,6727.37,0.1,64,0.04,373.74,285.4,0,7,12,20,0.24,22,42,7,15,33,40,23,N
3,7,1,0,0,12,4,0.2,6,2,0,16,1,0,20,0,0,0,14.41,14,2824.34,0.07,44,0.07,156.91,201.74,0,3,6,14,0.16,20,24,10,14,25,0,20,N
1,1,2,0,2,0,1,0.33,0,1,1,3,1,0,3,0,0,0,14.24,3.5,174.4,0.02,15,0.29,9.69,49.83,1,0,0,4,0.08,7,8,5,5,13,40,3,N
0,3,1,0,0,4,2,0.67,2,2,1,5,1,0,3,0,0,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,0,1,2,5,0.4,2,4,2,4,5,0,3,N
0,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,1,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1,0,0,2,0.14,4,7,3,4,7,33.33,3,N
0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,0,0,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,1,0,0,2,0.17,6,7,4,3,6,0,4,N
0,5,3,0,0,8,3,0.5,4,3,1,11,1,0,6,0,0,0,30.72,9,2488.36,0.09,62,0.11,138.24,276.48,0,2,4,10,0.3,18,44,11,11,10,0,6,N
3,6,3,0,3,4,1,0.06,2,1,1,15,1,0,17,0,0,0,22.16,9.33,1930.31,0.07,44,0.11,107.24,206.82,1,1,2,13,0.04,16,28,12,14,25,15,17,N
0,5,4,0,0,6,3,0.33,2,3,1,11,3,1,9,0,3,1,17.65,9.6,1626.8,0.06,38,0.1,90.38,169.46,1,2,3,10,0.27,16,22,10,12,11,0,9,N
11,16,6,17,15,10,12,0.2,4,7,0,48,3,0,44,0,5,0,40.53,57.35,133316.06,0.77,378,0.02,7406.45,2324.6,0,3,5,38,0.13,148,230,40,31,89,42.11,61,Y
0,1,3,0,0,0,1,0.25,0,1,1,4,1,0,4,0,1,1,17.97,1.88,63.17,0.01,12,0.53,3.51,33.69,1,0,0,5,0.17,5,7,4,3,6,0,4,N
0,5,1,0,0,6,3,0.38,2,2,0,8,3,1,8,0,0,0,17.48,7.78,1057.26,0.05,32,0.13,58.74,135.93,1,2,3,7,0.3,14,18,9,10,10,0,8,N
3,7,6,0,4,12,1,0.04,6,1,1,23,1,0,27,0,0,0,34.35,13.68,6431.58,0.16,94,0.07,357.31,470,1,3,6,21,0.03,40,54,19,13,36,12.9,27,N
1,5,2,0,0,8,3,0.6,4,3,1,10,1,0,5,0,0,0,15.64,5.5,473.22,0.03,24,0.18,26.29,86.04,0,2,4,9,0.38,11,13,6,6,8,0,5,N
0,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,1,1,1,25.18,7.5,1416.52,0.06,43,0.13,78.7,188.87,1,0,0,2,0.11,20,23,12,9,9,0,7,N
1,1,2,0,0,0,1,0.25,0,1,1,4,1,0,4,0,1,1,16.73,3.6,216.82,0.02,19,0.28,12.05,60.23,1,0,0,5,0.14,9,10,5,4,7,0,4,N
0,3,6,0,0,4,2,0.33,2,2,1,10,1,0,6,1,2,1,32.09,5.71,1047.99,0.06,40,0.18,58.22,183.4,0,1,2,10,0.25,16,24,14,10,8,0,6,N
20,3,3,1,0,4,2,0.14,2,2,1,12,1,0,13,0,1,0,22.45,12.07,3271.7,0.09,57,0.08,181.76,271.03,0,1,2,12,0.05,26,31,14,13,37,7.14,14,N
7,3,1,0,4,4,2,0.14,2,2,1,7,1,0,14,0,2,1,22.45,12.07,3271.7,0.09,57,0.08,181.76,271.03,0,1,2,7,0.07,26,31,14,13,27,22.22,14,N
1,1,0,0,0,0,1,0.17,0,1,1,1,1,0,6,0,1,1,23.25,3,209.28,0.02,21,0.33,11.63,69.76,1,0,0,2,0.11,9,12,6,4,9,0,6,N
0,5,1,0,0,6,3,0.43,2,2,0,7,3,1,7,0,3,1,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,1,2,3,6,0.33,9,13,6,9,9,0,7,N
4,5,7,0,2,8,3,0.13,4,2,0,16,1,0,23,0,2,0,53,9.73,5018.51,0.17,99,0.1,278.81,515.74,0,2,4,15,0.1,46,53,26,11,31,8,23,N
0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0,4,N
4,25,5,0,8,44,13,0.41,20,9,0,49,10,0,32,0,11,0,20.97,37.71,29831.94,0.26,153,0.03,1657.33,791,0,12,22,38,0.28,48,105,14,22,46,20,32,N
8,17,9,0,7,28,9,0.32,12,6,0,44,9,1,28,0,0,0,40.77,18.67,14204.39,0.25,145,0.05,789.13,760.95,1,8,14,37,0.2,64,81,24,14,45,20,28,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,0,0,N
2,22,3,0,2,8,19,0.25,4,19,1,53,1,0,77,0,1,0,55.81,36.78,75505.99,0.68,317,0.03,4194.78,2052.81,0,2,4,36,0.23,119,198,55,34,82,2.53,77,N
2,9,4,1,0,14,5,0.31,6,5,1,20,5,1,15,0,0,0,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,1,4,7,17,0.25,33,40,21,13,20,6.25,16,N
0,1,1,0,0,0,1,0.09,0,1,1,2,1,0,11,4,1,1,29.28,11.78,4063.55,0.11,71,0.08,225.75,344.92,1,0,0,3,0.06,29,42,16,13,18,0,11,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,2,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0,0,N
2,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,18.5,4,296.04,0.02,20,0.25,16.45,74.01,1,0,0,3,0.06,5,15,5,8,17,0,2,N
2,3,1,5,0,0,2,0.2,0,2,1,6,1,0,5,0,0,0,13.96,6,502.57,0.03,22,0.17,27.92,83.76,0,0,0,6,0.14,9,13,6,8,14,50,10,N
57,351,4,6,105,630,192,0.49,312,186,0,929,7,0,386,0,0,0,44.82,833.78,31159817.68,12.46,5227,0,1731100.99,37371.73,0,159,315,739,0.34,2279,2948,82,60,559,22.33,392,N
3,5,5,1,4,8,3,0.21,4,2,0,14,1,0,13,0,0,0,38.17,5.33,1085.65,0.07,45,0.19,60.31,203.56,0,2,4,13,0.13,20,25,15,8,23,27.78,14,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,3,0.33,3,7,3,6,3,0,2,N
3,1,0,0,0,0,1,0.09,0,1,1,1,1,0,11,0,1,1,17.95,12.78,2931.07,0.08,54,0.08,162.84,229.39,1,0,0,2,0.06,23,31,9,10,16,0,11,N
0,1,0,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,10.34,2,41.36,0.01,8,0.5,2.3,20.68,1,0,0,4,0.2,2,6,2,4,5,0,3,N
2,5,1,4,0,8,3,0.17,4,1,0,12,1,0,14,0,0,0,22.42,7.11,1133.59,0.05,39,0.14,62.98,159.41,0,2,4,11,0.14,16,23,9,8,22,22.22,18,N
1,1,3,0,1,0,1,0.08,0,1,1,7,1,0,12,1,1,1,28.22,7.27,1491.17,0.07,46,0.14,82.84,205.13,1,0,0,8,0.06,21,25,13,9,16,7.69,12,N
1,7,3,0,2,12,4,0.31,6,3,0,20,1,0,13,0,0,0,23.37,9.45,2087.42,0.07,52,0.11,115.97,220.89,0,3,6,18,0.22,21,31,10,9,18,13.33,13,N
1,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,2,1,1,20.35,5.63,643.78,0.04,28,0.18,35.77,114.45,1,0,0,2,0.1,10,18,8,9,10,0,4,N
1,17,8,0,7,30,9,0.36,14,8,0,38,3,0,25,0,0,0,19.39,47.27,43326.7,0.31,185,0.02,2407.04,916.53,0,8,15,31,0.26,52,133,11,20,35,21.88,25,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.5,4,8,4,7,2,0,0,N
5,11,7,0,5,18,6,0.3,8,5,0,30,6,1,20,0,5,0,42.08,11.3,5376.72,0.16,92,0.09,298.71,475.63,1,5,9,26,0.19,40,52,23,13,32,20,20,N
26,11,3,3,1,16,6,0.29,6,2,0,24,6,1,18,0,3,0,23.47,24.5,14087.5,0.19,115,0.04,782.64,575,1,5,8,20,0.12,49,66,16,16,50,18.18,21,N
5,11,3,1,5,18,6,0.26,8,5,0,24,5,0,22,0,0,0,29.78,29.7,26264.9,0.29,164,0.03,1459.16,884.34,0,5,9,20,0.17,54,110,20,22,36,21.43,23,N
3,1,0,0,3,0,1,0.5,0,1,1,1,1,0,2,0,0,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.1,0,3,0,3,10,60,2,N
0,1,0,0,0,0,1,0.1,0,1,1,1,1,0,10,2,1,1,23.44,11,2836.27,0.09,57,0.09,157.57,257.83,1,0,0,2,0.07,24,33,12,11,15,0,10,N
15,7,3,0,114,12,4,0.06,6,4,1,39,1,0,62,0,4,1,22.37,122.73,336912.17,0.92,497,0.01,18717.34,2745.21,0,3,6,37,0.02,225,272,22,24,193,64.76,62,N
3,3,3,0,0,4,2,0.2,2,2,1,12,1,0,10,0,2,1,20.57,8.56,1505.78,0.06,44,0.12,83.65,176,0,1,2,12,0.13,22,22,9,7,15,0,10,N
4,3,2,4,2,4,2,0.13,2,2,1,6,1,0,12,0,2,1,23.17,19.08,8433.46,0.15,91,0.05,468.53,442.08,0,1,2,6,0.07,31,60,13,16,27,33.33,16,N
6,13,1,2,8,24,7,0.16,12,1,0,27,1,0,42,4,4,0,15.91,36.75,21489.13,0.19,114,0.03,1193.84,584.74,0,6,12,22,0.11,49,65,14,21,63,19.23,44,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
1,1,2,1,0,0,1,0.33,0,1,1,3,1,0,2,0,0,0,15,2,60,0.01,10,0.5,3.33,30,1,0,0,4,0.17,4,6,4,4,6,33.33,3,N
2,3,3,0,0,4,2,0.29,2,2,1,8,1,0,7,0,2,1,15.65,7.31,836.91,0.04,28,0.14,46.49,114.45,0,1,2,8,0.2,13,15,8,9,10,0,7,N
4,1,1,1,3,0,1,0.07,0,1,1,4,1,0,13,0,1,1,51.96,6.18,1982.32,0.11,70,0.16,110.13,320.95,1,0,0,5,0.04,30,40,17,7,23,23.53,14,N
0,1,0,0,0,0,1,0.13,0,1,1,1,1,0,8,2,1,1,33.01,8.25,2246.67,0.09,62,0.12,124.82,272.32,1,0,0,2,0.08,22,40,12,9,13,0,8,N
40,3,9,0,1,4,2,0.08,2,2,1,16,1,0,25,0,1,0,62.29,10.4,6737.7,0.22,116,0.1,374.32,647.86,0,1,2,16,0.03,56,60,35,13,69,3.85,25,N
0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,0,0,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0,4,N
3,5,3,1,0,8,3,0.27,4,2,0,12,1,0,10,3,2,0,32.97,9.33,2872.4,0.1,60,0.11,159.58,307.76,0,2,4,11,0.15,28,32,21,14,20,9.09,11,N
4,5,6,0,1,8,3,0.14,4,3,1,15,1,0,22,0,2,0,25.59,17.06,7451.42,0.15,89,0.06,413.97,436.71,0,2,4,14,0.1,39,50,16,14,29,4.35,22,N
23,1,14,10,12,0,1,0.04,0,1,1,21,1,0,14,0,1,1,139.3,3.71,1913.08,0.17,97,0.27,106.28,516.23,1,0,0,22,0.02,42,55,34,6,61,61.11,24,N
1,1,2,0,1,0,1,0.33,0,1,1,3,1,0,3,0,1,1,16.64,4,266.27,0.02,21,0.25,14.79,66.57,1,0,0,4,0.14,10,11,5,4,7,25,3,N
2,3,3,0,1,4,2,0.2,2,2,1,12,1,0,10,0,2,1,35.57,7.35,1922.93,0.09,55,0.14,106.83,261.51,0,1,2,12,0.13,25,30,17,10,15,9.09,10,N
7,1,3,0,6,4,1,0.09,2,1,1,9,1,0,11,0,0,0,21.12,21.27,9558.4,0.15,98,0.05,531.02,449.33,1,1,2,10,0.04,36,62,11,13,26,35.29,11,N
3,3,0,5,0,4,2,0.15,2,1,0,7,1,0,8,0,2,1,24.82,8.4,1751.07,0.07,51,0.12,97.28,208.46,0,1,2,7,0.11,24,27,10,7,18,38.46,13,N
10,23,15,4,16,42,12,0.27,20,11,0,68,11,0,40,0,0,0,57.78,27.64,44151.48,0.53,283,0.04,2452.86,1597.21,0,11,21,58,0.17,129,154,35,15,72,33.33,44,N
3,3,0,6,0,4,2,0.22,2,1,0,6,1,0,3,2,1,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,1,2,6,0.14,17,21,9,8,14,66.67,9,N
0,1,1,1,0,0,1,0.33,0,1,1,2,1,0,2,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.2,3,5,3,4,5,33.33,3,N
7,7,2,0,5,12,4,0.2,6,2,0,16,3,0,20,0,3,0,33.9,9.9,3325.75,0.11,66,0.1,184.76,335.77,0,3,6,14,0.12,32,34,21,13,34,20,20,N
3,5,0,6,7,8,3,0.23,4,1,0,9,1,0,7,2,0,0,18.89,8.44,1345.03,0.05,39,0.12,74.72,159.41,0,2,4,8,0.12,15,24,8,9,25,65,13,N
33,7,1,18,22,12,4,0.04,6,2,0,25,1,0,95,0,0,0,59.36,107.9,691137.63,2.14,1045,0.01,38396.53,6405.1,0,3,6,23,0.02,441,604,47,23,172,29.63,113,N
52,69,26,15,54,110,39,0.18,54,31,0,195,22,0,205,0,26,0,80.6,73.26,432543.61,1.97,827,0.01,24030.2,5904.41,0,28,55,158,0.12,323,504,97,44,328,25.18,220,N
11,3,5,0,5,4,2,0.13,2,2,1,15,1,0,16,0,0,0,25.41,12.54,3993.6,0.11,67,0.08,221.87,318.58,0,1,2,15,0.06,27,40,14,13,34,23.81,16,N
6,15,3,12,1,24,8,0.29,10,4,0,26,4,0,16,1,0,0,18.69,23.33,10173.08,0.15,85,0.04,565.17,435.99,0,7,12,20,0.22,35,50,15,20,37,44.83,28,N
16,37,8,4,15,42,24,0.23,20,7,0,85,9,0,102,0,8,0,51.95,61.33,195431.3,1.06,485,0.02,10857.29,3186.38,0,11,21,63,0.17,184,301,57,38,139,15.7,106,N
13,13,5,3,11,26,7,0.13,12,3,0,40,3,0,52,0,3,0,48.19,31.87,48957.02,0.51,259,0.03,2719.83,1536.06,0,7,13,35,0.09,113,146,39,22,81,21.21,55,N
1,3,7,0,5,4,2,0.22,2,2,1,11,1,0,9,0,0,0,14,22.75,7248.03,0.11,75,0.04,402.67,318.59,0,1,2,11,0.12,21,54,6,13,17,35.71,9,N
2,13,5,1,2,24,7,0.39,12,5,0,33,1,0,17,0,7,1,28.71,13.08,4909.8,0.13,83,0.08,272.77,375.46,0,6,12,28,0.29,34,49,13,10,24,15,18,N
5,5,6,0,2,8,3,0.15,4,2,0,15,1,0,20,0,2,0,49.38,8.48,3549.72,0.14,83,0.12,197.21,418.68,0,2,4,14,0.1,39,44,23,10,29,9.09,20,N
13,27,2,0,21,40,15,0.19,18,8,0,55,5,0,79,0,0,0,40.13,53.57,115173.52,0.72,357,0.02,6398.53,2149.99,0,11,20,42,0.13,133,224,36,29,115,21,79,N
6,7,3,0,0,12,4,0.4,6,3,0,16,1,0,10,0,0,0,17.55,13.82,3350.9,0.08,51,0.07,186.16,242.5,0,3,6,14,0.22,19,32,11,16,18,0,10,N
0,1,2,2,0,0,1,0.33,0,1,1,3,1,0,1,0,0,0,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,1,0,0,4,0.2,2,5,2,3,5,66.67,3,N
4,5,1,3,0,8,3,0.33,4,2,0,11,1,0,6,0,0,0,14.46,7.5,813.14,0.04,26,0.13,45.17,108.42,0,2,4,10,0.2,12,14,8,10,15,33.33,9,N
2,3,3,0,1,4,2,0.18,2,2,1,8,1,0,11,0,2,1,18.83,9,1525.13,0.06,38,0.11,84.73,169.46,0,1,2,8,0.13,15,23,10,12,16,8.33,11,N
1,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,0,0,0,6,0.25,4,10,3,8,8,0,4,N
2,5,3,0,2,8,3,0.33,4,2,0,11,1,0,9,0,0,0,16.86,7,826.2,0.04,31,0.14,45.9,118.03,0,2,4,10,0.2,14,17,7,7,15,18.18,9,N
1,5,1,0,0,0,3,0.5,0,2,0,8,3,1,6,0,3,1,7.47,8,478.36,0.02,18,0.13,26.58,59.79,1,0,0,7,0.33,4,14,2,8,9,0,6,N
2,1,0,0,3,0,1,0.07,0,1,1,1,1,0,15,0,1,1,49.33,8,3157.25,0.13,83,0.13,175.4,394.66,1,0,0,2,0.05,38,45,19,8,22,16.67,15,N
1,3,1,3,0,4,2,0.33,2,2,1,5,1,0,3,1,0,0,11.56,6.4,473.66,0.02,20,0.16,26.31,74.01,0,1,2,5,0.22,8,12,5,8,9,50,6,N
0,1,0,1,0,0,1,0.25,0,1,1,1,1,0,3,0,1,1,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,1,0,0,2,0.17,6,7,4,3,6,25,4,N
2,13,1,0,6,20,7,0.47,8,5,0,24,6,0,15,0,6,0,17.56,40.8,29225.2,0.24,142,0.02,1623.62,716.3,0,6,10,19,0.28,68,74,15,18,25,28.57,15,N
1,3,2,6,0,4,2,0.2,2,2,1,6,1,0,4,0,2,1,33.43,3.55,420.27,0.04,29,0.28,23.35,118.54,0,1,2,6,0.15,13,16,11,6,13,60,10,N
7,3,1,0,1,4,2,0.11,2,1,0,7,1,0,19,0,2,1,40.29,8.75,3084.66,0.12,75,0.11,171.37,352.53,0,1,2,7,0.07,28,47,16,10,29,5,19,N
1,3,0,0,7,4,2,0.29,2,1,0,7,1,0,7,0,0,0,16,6.5,676,0.03,26,0.15,37.56,104,0,1,2,7,0.12,13,13,8,8,17,50,7,N
0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,N
1,3,2,0,2,4,2,0.17,2,2,1,8,1,0,12,0,0,0,16.67,8.56,1220.22,0.05,33,0.12,67.79,142.62,0,1,2,8,0.12,14,19,9,11,17,14.29,12,N
0,1,1,5,0,0,1,0.17,0,1,1,2,1,0,1,0,1,1,23.42,3.21,241.98,0.03,21,0.31,13.44,75.28,1,0,0,3,0.14,9,12,7,5,7,83.33,6,N
19,1,14,12,6,0,1,0.04,0,1,1,21,1,0,11,0,1,1,148.98,3.58,1912.92,0.18,99,0.28,106.27,533.84,1,0,0,22,0.02,43,56,36,6,50,62.07,23,N
1,7,0,1,1,12,4,0.21,6,1,0,17,1,0,18,0,0,0,19.65,14,3851.37,0.09,60,0.07,213.96,275.1,0,3,6,15,0.16,28,32,12,12,25,10,19,N
3,5,0,5,0,8,3,0.27,4,1,0,12,1,0,6,0,3,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,0,2,4,11,0.19,20,20,7,8,16,45.45,11,N
1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116,0,2,4,14,0.19,11,18,7,9,16,0,13,N
0,3,3,0,0,4,2,0.29,2,2,1,7,1,0,7,0,2,1,15.51,5.25,427.4,0.03,22,0.19,23.74,81.41,0,1,2,7,0.22,9,13,6,7,9,0,7,N
4,3,7,3,2,4,2,0.14,2,2,1,11,1,0,11,0,1,0,35.29,11.81,4921.69,0.14,80,0.08,273.43,416.76,0,1,2,11,0.09,31,49,21,16,22,31.25,14,N
0,3,2,0,0,4,2,0.25,2,2,1,8,1,0,8,0,2,1,13.83,8.57,1016.03,0.04,29,0.12,56.45,118.54,0,1,2,8,0.2,12,17,7,10,10,0,8,N
1,1,1,0,0,0,1,0.2,0,1,1,2,1,0,5,3,1,1,13.8,6.67,613.33,0.03,23,0.15,34.07,92,1,0,0,3,0.08,8,15,6,10,12,0,5,N
2,5,1,1,1,8,3,0.38,4,2,0,12,1,0,7,0,0,0,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,0,2,4,11,0.23,15,20,9,9,13,22.22,8,N
8,5,1,2,1,4,3,0.19,2,2,0,10,1,0,14,0,3,1,13.41,20.57,5676.42,0.09,61,0.05,315.36,275.94,0,1,2,9,0.09,18,43,7,16,35,17.65,16,N
0,9,0,0,0,16,5,0.28,8,1,0,19,1,0,18,0,0,0,6.16,28.5,5006.4,0.06,49,0.04,278.13,175.66,0,4,8,16,0.25,19,30,3,9,20,0,18,N
1,1,1,2,0,0,1,0.33,0,1,1,2,1,0,1,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.17,3,5,3,4,6,66.67,3,N
6,1,0,0,9,0,1,0.33,0,1,1,1,1,0,3,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.05,4,5,4,3,20,75,3,N
2,9,1,1,2,16,1,0.03,8,1,1,21,1,0,28,0,1,1,26.8,21.03,11848.79,0.19,109,0.05,658.27,563.52,1,4,8,18,0.03,47,62,19,17,36,9.68,29,N
1,1,2,0,0,0,1,0.14,0,1,1,3,1,0,7,0,1,1,14.96,8.64,1117.24,0.04,31,0.12,62.07,129.27,1,0,0,4,0.1,11,20,7,11,10,0,7,N
8,10,7,5,2,8,7,0.13,4,4,0,29,1,0,47,0,7,1,52.23,27.86,40527.15,0.48,239,0.04,2251.51,1454.9,0,2,4,24,0.11,109,130,45,23,64,12.96,52,N
10,30,15,8,0,32,21,0.17,16,13,0,137,1,0,118,0,0,0,130.41,35.76,166740.62,1.55,656,0.03,9263.37,4663.19,0,8,16,118,0.15,294,362,111,27,138,6.35,126,N
3,5,0,0,0,8,3,0.23,4,1,0,12,1,0,13,0,3,1,15.75,12.09,2302.09,0.06,41,0.08,127.89,190.4,0,2,4,11,0.17,19,22,11,14,18,0,13,N
7,17,10,2,6,30,9,0.24,14,5,0,49,1,0,35,0,0,0,73.85,14.67,15885.23,0.36,190,0.07,882.51,1083.08,0,8,15,42,0.17,88,102,39,13,52,18.6,37,N
0,19,4,0,7,32,10,0.42,14,5,0,37,6,0,24,0,8,0,17.9,36.67,24063.7,0.22,129,0.03,1336.87,656.28,0,9,16,29,0.3,40,89,12,22,33,22.58,24,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,N
5,27,3,2,9,48,14,0.19,22,11,0,57,9,0,70,2,0,0,28.64,36.53,38223.42,0.35,204,0.03,2123.52,1046.36,0,13,24,45,0.16,69,135,17,18,89,13.58,72,N
1,3,1,0,2,4,2,0.29,2,1,0,6,1,0,7,0,0,0,27.15,4.45,538.68,0.04,29,0.22,29.93,120.93,0,1,2,6,0.17,14,15,11,7,12,22.22,7,N
7,11,0,10,0,20,6,0.24,10,1,0,19,1,0,15,0,0,0,36.12,7.54,2052.58,0.09,63,0.13,114.03,272.28,0,5,10,15,0.18,28,35,13,7,34,40,25,N
0,1,1,0,0,0,1,0.11,0,1,1,2,1,0,9,0,1,1,39.65,5.25,1092.78,0.07,49,0.19,60.71,208.15,1,0,0,3,0.09,18,31,12,7,11,0,9,N
0,1,2,0,2,0,1,0.2,0,1,1,3,1,0,5,0,1,1,9.21,11.25,1165.64,0.03,28,0.09,64.76,103.61,1,0,0,4,0.11,10,18,4,9,9,28.57,5,N
2,5,3,4,0,8,3,0.17,4,3,1,12,1,0,14,0,1,0,28.47,5.6,892.7,0.05,39,0.18,49.59,159.41,0,2,4,11,0.14,16,23,10,7,22,22.22,18,N
1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,N
8,7,1,0,76,12,4,0.11,6,4,1,19,1,0,35,0,0,0,19.16,70.7,95764.59,0.45,262,0.01,5320.25,1354.52,0,3,6,17,0.03,101,161,15,21,121,68.47,35,N
1,3,0,0,0,4,2,0.29,2,1,0,7,1,0,7,0,2,1,16,6.5,676,0.03,26,0.15,37.56,104,0,1,2,7,0.2,13,13,8,8,10,0,7,N
4,7,3,0,1,12,4,0.31,6,3,0,20,1,0,13,0,4,1,26.06,9.58,2393.23,0.08,56,0.1,132.96,249.73,0,3,6,18,0.2,23,33,12,10,20,7.14,13,N
2,5,7,1,0,8,3,0.12,4,3,1,24,1,0,25,0,0,0,69.28,9.62,6412.06,0.22,127,0.1,356.23,666.49,0,2,4,23,0.1,62,65,29,9,30,3.85,26,N
4,1,1,4,9,0,1,0.07,0,1,1,5,1,0,11,0,1,1,41.79,8.86,3278.32,0.12,83,0.11,182.13,370.13,1,0,0,6,0.03,31,52,14,8,30,54.17,15,N
4,3,2,0,0,4,2,0.17,2,2,1,7,1,0,12,0,0,0,14.7,10.21,1533.34,0.05,36,0.1,85.19,150.12,0,1,2,7,0.11,13,23,7,11,18,0,12,N
21,30,1,4,24,30,19,0.18,14,4,0,64,4,0,100,0,0,0,44.28,51.35,116742.55,0.76,365,0.02,6485.7,2273.52,0,8,15,47,0.13,138,227,43,32,151,21.88,104,N
7,11,12,0,2,20,1,0.03,10,1,1,32,1,0,31,0,1,1,73.7,9.74,6995.99,0.24,130,0.1,388.67,718.06,1,5,10,28,0.02,62,68,35,11,42,6.06,31,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,0,0,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,0,3,N
