@relation PC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0,15,1,0,0,22,8,0.33,8,2.75,2,0.25,24,3,0.29,24,6,15.29,43.21,28547.12,0.22,136,0.02,1585.95,660.69,0.38,7,11,18,0.32,61,75,12,17,25,0,24,N
7,5,1,0,1,8,3,0.21,4,2,1,0.33,11,1,0,14,1,28.81,6.29,1138.41,0.06,39,0.16,63.24,181.11,0.33,2,4,10,0.13,16,23,14,11,23,6.67,14,N
20,19,8,0,7,36,10,0.22,18,2,9,0.9,44,3,0.22,46,1,79.08,27.5,59806.2,0.72,335,0.04,3322.57,2174.77,0.3,9,18,36,0.14,143,192,65,25,74,13.21,46,N
1,3,0,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,19.12,6,688.28,0.04,31,0.17,38.24,114.71,0.5,1,2,6,0.14,14,17,7,6,14,8.33,12,N
1,9,1,0,2,12,5,0.5,6,2,5,1,14,5,1,10,1,13.06,16,3343.58,0.07,45,0.06,185.75,208.97,1,3,6,11,0.36,18,27,9,16,14,16.67,10,N
0,5,2,0,0,8,3,0.6,4,2,3,1,10,1,0,5,2,15.88,10.11,1623.23,0.05,36,0.1,90.18,160.54,0.33,2,4,9,0.5,14,22,9,13,6,0,5,N
3,13,4,5,0,24,7,0.26,12,2,7,1,27,6,0.83,22,0,36.01,13.42,6486.52,0.16,95,0.07,360.36,483.31,0.86,6,12,22,0.23,34,61,19,15,31,18.52,27,N
20,13,7,0,16,22,7,0.18,10,2.2,6,0.86,30,3,0.33,40,1,55.34,17.53,16997.52,0.32,167,0.06,944.31,969.83,0.43,6,11,25,0.09,74,93,38,18,77,28.57,40,N
1,3,2,0,3,4,2,0.29,2,2,2,1,7,1,0,7,0,27.56,6.38,1120.04,0.06,40,0.16,62.22,175.69,0.5,1,2,7,0.17,17,23,12,9,12,30,7,N
2,13,1,0,0,22,7,0.64,10,2.2,5,0.71,25,6,0.83,11,0,7.15,29.75,6326.82,0.07,51,0.03,351.49,212.67,0.86,6,11,20,0.5,17,34,4,14,14,0,11,N
1,5,1,0,0,8,3,0.38,4,2,1,0.33,10,1,0,8,1,13.45,12.44,2082.85,0.06,37,0.08,115.71,167.37,0.33,2,4,9,0.3,16,21,9,14,10,0,8,N
12,55,12,2,0,68,34,0.38,34,2,15,0.44,123,17,0.48,87,2,59.99,53.33,170637.7,1.07,470,0.02,9479.87,3199.46,0.5,17,34,91,0.33,192,278,72,40,102,2.25,89,N
0,5,1,0,0,8,3,0.38,4,2,3,1,10,1,0,8,2,9.42,17,2723.1,0.05,41,0.06,151.28,160.18,0.33,2,4,9,0.33,17,24,5,10,9,0,8,N
1,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,0,15.92,6.29,629.06,0.03,24,0.16,34.95,100.08,0.5,1,2,7,0.2,8,16,7,11,10,0,8,N
1,3,1,0,0,4,2,0.1,2,2,1,0.5,13,1,0,20,0,49.57,27.26,36831.07,0.45,249,0.04,2046.17,1351.14,0.5,1,2,13,0.09,92,157,27,16,22,0,20,N
28,13,0,2,7,14,7,0.47,2,7,1,0.14,15,7,1,13,0,21.22,17.5,6498.36,0.12,79,0.06,361.02,371.33,1,6,7,10,0.11,35,44,13,13,61,40.91,15,N
13,26,4,1,1,44,14,0.3,22,2,11,0.79,59,7,0.46,45,0,30.87,42.62,56084.29,0.44,221,0.02,3115.79,1315.88,0.5,11,22,47,0.23,97,124,33,29,61,4.26,46,N
6,17,2,3,0,32,9,0.33,16,2,2,0.22,36,5,0.5,24,2,32.25,23.09,17192.85,0.25,139,0.04,955.16,744.7,0.56,8,16,29,0.26,59,80,23,18,34,11.11,27,N
1,7,3,0,0,10,4,0.36,4,2.5,2,0.5,14,3,0.67,11,1,24.61,12.71,3973.8,0.1,62,0.08,220.77,312.75,0.75,3,5,12,0.31,27,35,17,16,13,0,11,N
7,85,7,4,0,168,43,0.31,84,2,27,0.63,232,18,0.4,136,0,170.88,39.94,272550.45,2.27,920,0.03,15141.69,6824.42,0.42,42,84,191,0.29,426,494,144,27,148,2.86,140,N
8,3,5,0,0,4,2,0.13,2,2,2,1,13,1,0,16,0,47.11,7.37,2557.63,0.12,73,0.14,142.09,347.11,0.5,1,2,13,0.08,35,38,19,8,25,0,16,N
16,19,5,2,3,24,12,0.15,12,2,10,0.83,45,1,0,76,0,43.51,39.72,68640.9,0.58,281,0.03,3813.38,1728.08,0.08,6,12,35,0.12,122,159,43,28,98,6.17,78,N
1,13,2,9,0,24,5,0.11,12,2,3,0.6,32,1,0,36,0,50.26,14.66,10796.83,0.25,128,0.07,599.82,736.63,0.2,6,12,27,0.11,54,74,35,19,46,20,45,N
31,39,1,3,26,62,20,0.32,24,2.58,2,0.1,67,13,0.63,60,0,54.85,43.1,101875.76,0.79,375,0.02,5659.76,2363.92,0.65,19,35,49,0.17,166,209,52,27,121,32.58,63,N
101,46,1,12,7,66,26,0.17,28,2.36,11,0.42,89,17,0.64,143,2,95.85,44.73,191759.06,1.43,604,0.02,10653.28,4287.21,0.65,19,33,65,0.1,271,333,103,34,264,11.73,155,N
24,38,21,12,41,60,21,0.19,28,2.14,18,0.86,96,5,0.2,97,0,89.79,28.37,72282.68,0.85,381,0.04,4015.7,2547.56,0.24,16,30,77,0.12,152,229,75,28,175,35.33,109,Y
4,3,1,1,1,4,2,0.17,2,2,2,1,8,1,0,11,0,26.92,7.5,1514.32,0.07,42,0.13,84.13,201.91,0.5,1,2,8,0.11,20,22,16,12,18,15.38,12,N
14,11,1,2,16,20,6,0.14,10,2,3,0.5,28,1,0,40,0,35.84,38.68,53612.97,0.46,242,0.03,2978.5,1386.16,0.17,5,10,24,0.08,109,133,31,22,73,31.03,42,N
5,29,6,0,0,56,15,0.41,28,2,15,1,66,14,0.93,37,0,99.56,17.3,29792.16,0.57,268,0.06,1655.12,1722.24,0.93,14,28,53,0.23,122,146,67,19,65,0,37,N
1,9,1,0,2,12,5,0.5,6,2,5,1,14,5,1,10,1,14.4,16,3685.14,0.08,49,0.06,204.73,230.32,1,3,6,11,0.36,20,29,10,16,14,16.67,10,N
0,5,2,0,0,8,3,0.75,4,2,3,1,10,3,1,4,0,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,1,2,4,9,0.6,6,17,4,9,5,0,4,N
1,3,0,0,0,4,2,0.17,2,2,1,0.5,6,1,0,12,2,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,6,0.14,8,13,6,7,14,0,12,N
3,9,3,0,0,16,5,0.21,8,2,4,0.8,21,1,0,24,0,31.59,18.2,10462.88,0.19,113,0.05,581.27,574.88,0.2,4,8,18,0.18,52,61,20,14,28,0,24,N
7,7,3,1,5,10,4,0.27,4,2.5,2,0.5,13,3,0.67,14,0,31.08,14.73,6740.46,0.15,86,0.07,374.47,457.69,0.75,3,5,11,0.06,36,50,22,18,69,30,15,Y
2,33,6,2,0,58,17,0.47,26,2.23,7,0.41,68,14,0.81,34,0,30.56,37.08,42020.85,0.38,196,0.03,2334.49,1133.15,0.82,16,29,53,0.44,89,107,30,25,39,5.56,36,N
1,3,1,0,0,4,2,0.25,2,2,2,1,7,1,0,8,2,14.35,10.4,1552.49,0.05,33,0.1,86.25,149.28,0.5,1,2,7,0.2,16,17,10,13,10,0,8,N
2,3,0,0,1,4,2,0.4,2,2,1,0.5,6,1,0,5,1,11.42,6,411.19,0.02,18,0.17,22.84,68.53,0.5,1,2,6,0.22,9,9,6,8,9,16.67,5,N
49,21,14,14,71,40,11,0.15,20,2,8,0.73,63,1,0,60,0,66.66,28.77,55178.46,0.64,294,0.03,3065.47,1917.93,0.09,10,20,54,0.06,125,169,63,29,195,58.62,74,Y
4,3,1,0,7,4,2,0.15,2,2,1,0.5,6,1,0,13,1,33.42,14.53,7052.69,0.16,98,0.07,391.82,485.51,0.5,1,2,6,0.08,46,52,19,12,25,35,13,N
8,5,0,1,8,8,3,0.43,2,4,1,0.33,7,1,0,6,0,15.72,11,1901.65,0.06,40,0.09,105.65,172.88,0.33,3,4,6,0.13,18,22,9,11,24,60,7,N
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,8.26,12.1,1210,0.03,25,0.08,67.22,100,0.5,1,2,6,0.22,11,14,5,11,9,0,7,N
2,3,2,0,0,4,2,0.1,2,2,2,1,7,1,0,20,1,32.95,7.44,1824.39,0.08,51,0.13,101.36,245.18,0.5,1,2,7,0.09,23,28,17,11,23,0,20,N
0,3,0,0,1,4,2,0.33,2,2,1,0.5,6,1,0,6,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.25,15,18,9,10,8,14.29,6,N
1,15,3,0,0,28,8,0.28,14,2,6,0.75,32,6,0.71,29,2,28.38,26.96,20624.52,0.26,141,0.04,1145.81,765.1,0.75,7,14,26,0.26,62,79,23,20,31,0,29,N
0,17,2,0,0,26,9,0.29,10,2.6,2,0.22,30,3,0.25,31,6,27.36,29.33,23526.15,0.27,154,0.03,1307.01,802.26,0.33,8,13,23,0.28,69,85,20,17,32,0,31,N
9,9,1,2,7,16,5,0.24,8,2,1,0.2,20,1,0,19,0,19.63,23.63,10953.53,0.15,89,0.04,608.53,463.64,0.2,4,8,17,0.13,36,53,16,21,38,32.14,21,N
3,5,1,1,2,8,3,0.3,4,2,2,0.67,9,1,0,9,0,27.77,9.19,2344.27,0.09,52,0.11,130.24,255.16,0.33,2,4,8,0.19,21,31,16,14,16,25,10,N
2,3,0,0,2,4,2,0.22,2,2,1,0.5,5,1,0,9,2,28.57,4.2,504,0.04,30,0.24,28,120,0.5,1,2,5,0.14,14,16,10,6,14,18.18,9,N
1,41,8,4,1,48,28,0.27,24,2,13,0.46,96,14,0.48,99,0,42.16,111.54,524548.83,1.57,687,0.01,29141.6,4702.85,0.5,12,24,70,0.26,290,397,65,50,106,4.81,103,N
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,0,6.02,18.33,2024.24,0.04,29,0.05,112.46,110.41,0.33,2,4,9,0.33,10,19,3,11,9,0,7,N
4,7,3,0,1,12,4,0.44,6,2,4,1,13,1,0,9,0,19.64,5.5,594,0.04,27,0.18,33,108,0.25,3,6,11,0.27,11,16,8,8,15,10,9,N
1,13,4,0,0,24,7,0.35,12,2,3,0.43,32,4,0.5,20,0,33.58,20.52,14141.06,0.23,127,0.05,785.61,689.14,0.57,6,12,27,0.32,57,70,25,18,22,0,20,N
2,7,2,0,0,10,4,0.4,4,2.5,2,0.5,13,1,0,10,1,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,0.25,3,5,11,0.31,22,29,10,13,13,0,10,N
24,7,4,2,12,12,4,0.12,6,2,4,1,22,1,0,31,2,30.45,28.98,25572.65,0.29,158,0.03,1420.7,882.42,0.25,3,6,20,0.06,63,95,25,23,70,31.11,33,N
0,3,1,0,0,4,2,0.33,2,2,2,1,6,1,0,6,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,0.5,1,2,6,0.29,13,14,6,8,7,0,6,N
24,22,18,0,0,4,20,0.29,2,2,19,0.95,45,1,0,70,1,52.55,25.62,34502.44,0.45,213,0.04,1916.8,1346.57,0.05,1,2,27,0.21,81,132,49,31,95,0,70,N
9,11,3,5,12,20,6,0.19,10,2,4,0.67,23,1,0,27,0,44.03,18.65,15307.48,0.27,147,0.05,850.42,820.99,0.17,5,10,19,0.11,68,79,31,17,54,38.64,32,N
1,5,1,0,0,8,3,0.43,4,2,2,0.67,10,3,1,7,0,10.91,8.8,844.8,0.03,24,0.11,46.93,96,1,2,4,9,0.33,8,16,5,11,9,0,7,N
2,5,1,0,0,8,3,0.38,4,2,2,0.67,9,1,0,8,1,12.1,13.93,2347.73,0.06,39,0.07,130.43,168.56,0.33,2,4,8,0.27,15,24,7,13,11,0,8,N
34,37,4,21,62,72,19,0.15,36,2,3,0.16,90,1,0,107,0,65.2,50.76,168007.02,1.1,494,0.02,9333.72,3310.02,0.05,18,36,73,0.08,209,285,70,34,225,43.68,128,Y
10,3,5,2,0,4,2,0.07,2,2,2,1,9,1,0,26,0,65.33,14.63,13972.73,0.32,175,0.07,776.26,955.4,0.5,1,2,9,0.05,78,97,32,12,39,7.14,28,N
1,7,0,0,0,12,4,0.57,6,2,1,0.25,12,4,1,7,2,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,1,3,6,10,0.44,14,18,8,11,9,0,7,N
1,5,0,0,0,8,3,0.25,4,2,1,0.33,9,3,1,12,0,10.49,18,3399.65,0.06,43,0.06,188.87,188.87,1,2,4,8,0.21,18,25,7,14,14,0,12,N
0,5,5,0,0,8,3,0.38,4,2,3,1,14,1,0,8,0,24.59,11.38,3181.51,0.09,57,0.09,176.75,279.69,0.33,2,4,13,0.33,26,31,16,14,9,0,8,N
14,3,2,0,12,4,2,0.05,2,2,2,1,14,1,0,41,0,75.92,28.31,60857.94,0.72,343,0.04,3381,2149.51,0.5,1,2,14,0.03,151,192,56,21,68,22.64,41,N
32,39,8,3,23,64,20,0.24,30,2.13,7,0.35,74,15,0.74,80,3,53.86,39.17,82648.01,0.7,325,0.03,4591.56,2109.85,0.75,17,32,56,0.14,142,183,58,32,146,24.53,83,N
0,3,1,0,0,4,2,0.29,2,2,2,1,7,1,0,7,1,8.41,10.13,861.74,0.03,23,0.1,47.87,85.11,0.5,1,2,7,0.25,9,14,4,9,8,0,7,N
5,15,5,0,3,28,8,0.21,14,2,8,1,42,1,0,39,3,39.25,24.9,24336.47,0.33,175,0.04,1352.03,977.37,0.13,7,14,36,0.17,83,92,30,18,48,7.14,39,N
27,19,1,4,12,26,11,0.26,12,2.17,2,0.18,34,1,0,38,0,26.19,29,22027.09,0.25,136,0.03,1223.73,759.55,0.09,7,13,25,0.13,58,78,24,24,82,29.63,42,N
5,23,9,1,1,44,12,0.24,22,2,9,0.75,61,10,0.82,50,2,55.26,29.75,48911.24,0.55,272,0.03,2717.29,1644.08,0.83,11,22,51,0.21,119,153,44,22,58,3.85,51,N
4,25,1,0,0,48,13,0.43,24,2,13,1,71,1,0,30,0,63.69,18.78,22456.97,0.4,213,0.05,1247.61,1195.93,0.08,12,24,60,0.37,104,109,36,13,35,0,30,N
1,19,10,0,0,16,13,0.3,8,2,9,0.69,51,3,0.17,43,1,50.81,20.63,21613.73,0.35,176,0.05,1200.76,1047.94,0.23,4,8,40,0.29,75,101,40,22,45,0,43,N
5,9,2,0,7,16,5,0.17,8,2,5,1,19,5,1,29,1,43.84,18.6,15166.52,0.27,146,0.05,842.58,815.4,1,4,8,16,0.12,62,84,30,18,42,19.44,29,Y
5,31,7,0,0,54,16,0.42,24,2.25,9,0.56,59,7,0.4,38,0,49.32,28.33,39595.17,0.47,228,0.04,2199.73,1397.48,0.44,15,27,45,0.36,102,126,45,25,44,0,38,N
4,41,22,4,1,78,21,0.27,38,2.05,20,0.95,117,11,0.5,73,1,104.65,29.05,88343.08,1.01,441,0.03,4907.95,3040.61,0.52,20,39,98,0.25,198,243,92,27,83,6.41,77,N
1,17,0,0,0,26,9,0.47,10,2.6,1,0.11,29,9,1,19,3,19.04,26.67,13541.31,0.17,99,0.04,752.29,507.8,1,8,13,22,0.43,40,59,15,20,21,0,19,N
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,7.57,9,613.03,0.02,19,0.11,34.06,68.11,0.5,1,2,6,0.29,9,10,4,8,7,0,6,N
1,9,1,0,0,16,5,0.28,8,2,1,0.2,22,1,0,18,0,11.47,28,8990.21,0.11,72,0.04,499.46,321.08,0.2,4,8,19,0.25,32,40,8,14,20,0,18,N
1,7,1,0,0,12,4,0.25,6,2,1,0.25,15,1,0,16,1,13.27,21,5851.26,0.09,60,0.05,325.07,278.63,0.25,3,6,13,0.22,28,32,10,15,18,0,16,N
6,3,1,0,0,4,2,0.17,2,2,2,1,6,1,0,12,1,19.81,9.82,1909.77,0.06,43,0.1,106.1,194.51,0.5,1,2,6,0.11,18,25,11,12,19,0,12,N
7,7,2,1,0,12,4,0.13,6,2,3,0.75,16,1,0,30,2,29.83,40.13,48033.42,0.4,222,0.02,2668.52,1197.09,0.25,3,6,14,0.1,107,115,24,18,39,3.23,31,N
1,5,3,0,0,8,3,0.25,4,2,3,1,11,1,0,12,2,19.82,16,5073.1,0.11,64,0.06,281.84,317.07,0.33,2,4,10,0.21,30,34,15,16,14,0,12,N
14,13,3,3,19,24,7,0.23,12,2,4,0.57,29,5,0.67,28,0,20.59,32.08,21196.67,0.22,125,0.03,1177.59,660.68,0.71,6,12,24,0.11,55,70,18,21,65,44,31,N
11,17,1,7,31,20,11,0.27,10,2,4,0.36,30,1,0,34,0,44.18,22.67,22710.3,0.33,171,0.04,1261.68,1001.71,0.09,5,10,21,0.13,69,102,35,23,84,52.78,41,N
2,7,6,0,2,10,4,0.25,4,2.5,3,0.75,19,3,0.67,16,2,35.44,9.9,3476.92,0.12,69,0.1,193.16,351.03,0.75,3,5,17,0.19,32,37,21,13,21,11.11,16,N
3,5,4,1,1,8,3,0.13,4,2,3,1,12,3,1,22,4,34.03,16.37,9130.93,0.19,107,0.06,507.27,557.41,1,2,4,11,0.11,43,64,21,16,28,8.33,23,N
2,3,0,0,0,4,2,0.11,2,2,1,0.5,5,1,0,18,0,30.71,12.86,5076.47,0.13,84,0.08,282.03,394.84,0.5,1,2,5,0.1,30,54,14,12,21,0,18,N
1,3,4,0,0,4,2,0.2,2,2,2,1,10,1,0,10,2,20.81,9,1685.67,0.06,42,0.11,93.65,187.3,0.5,1,2,10,0.17,18,24,11,11,12,0,10,N
35,15,10,2,18,26,8,0.15,12,2.17,7,0.88,41,4,0.43,52,3,63.17,24.68,38477.07,0.52,257,0.04,2137.62,1558.98,0.5,7,13,35,0.07,116,141,47,20,108,27.78,54,N
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,0,6.38,13.33,1134.8,0.03,23,0.08,63.04,85.11,0.33,2,4,9,0.33,8,15,3,10,9,0,7,N
1,95,3,3,0,188,48,0.45,94,2,2,0.04,238,1,0,103,0,47.04,115.43,626797.86,1.81,1007,0.01,34822.1,5430.06,0.02,47,94,192,0.44,515,492,29,13,108,2.83,106,N
24,21,7,2,20,34,11,0.24,16,2.13,3,0.27,42,8,0.7,43,3,44.23,27.74,34042.1,0.41,203,0.04,1891.23,1227.01,0.73,9,17,33,0.12,91,112,41,25,90,33.85,45,N
2,13,3,0,0,24,7,0.37,12,2,4,0.57,30,7,1,19,0,36.07,18.91,12903.06,0.23,130,0.05,716.84,682.23,1,6,12,25,0.32,58,72,23,15,22,0,19,N
4,5,1,1,3,8,3,0.25,4,2,1,0.33,11,1,0,11,0,21.4,12,3081.09,0.09,56,0.08,171.17,256.76,0.33,2,4,10,0.15,24,32,12,12,20,26.67,12,N
5,31,4,6,0,52,16,0.41,22,2.36,4,0.25,58,6,0.33,33,0,46.98,26.4,32740.09,0.41,201,0.04,1818.89,1240.15,0.38,15,26,44,0.36,88,113,45,27,45,15.38,39,N
13,71,16,4,1,126,36,0.41,56,2.25,24,0.67,150,15,0.4,84,0,118.25,29.92,105895.19,1.18,516,0.03,5883.07,3538.72,0.42,35,65,116,0.29,242,274,93,23,124,5.62,88,N
1,5,0,0,0,8,3,0.3,4,2,1,0.33,9,3,1,10,0,10.26,13,1734.69,0.04,32,0.08,96.37,133.44,1,2,4,8,0.25,13,19,6,12,12,0,10,N
0,7,1,1,0,12,4,0.5,6,2,4,1,13,1,0,7,0,20.34,8.5,1469.46,0.06,40,0.12,81.64,172.88,0.25,3,6,11,0.44,17,23,10,10,9,12.5,8,N
30,36,21,1,6,32,27,0.22,16,2,27,1,78,8,0.27,122,1,63.2,42.84,115969.02,0.9,388,0.02,6442.72,2707.18,0.3,8,16,53,0.17,149,239,80,46,160,5.43,123,N
43,39,20,1,35,56,22,0.2,24,2.33,17,0.77,98,5,0.19,107,0,97.32,33.04,106264.81,1.07,464,0.03,5903.6,3215.86,0.23,16,28,78,0.1,194,270,91,31,221,25.17,108,N
0,7,0,0,0,12,4,0.67,6,2,1,0.25,12,4,1,6,2,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,1,3,6,10,0.57,14,18,8,11,7,0,6,N
5,67,16,1,1,130,34,0.37,64,2.02,30,0.88,153,17,0.48,90,2,179.17,21.38,81861.96,1.28,548,0.05,4547.89,3829.8,0.5,33,65,121,0.35,243,305,108,19,98,2.17,91,N
11,11,4,2,6,20,6,0.19,10,2,5,0.83,27,1,0,30,1,36.33,30.72,34286,0.37,186,0.03,1904.78,1116,0.17,5,10,23,0.12,79,107,36,28,50,21.05,32,Y
0,5,0,0,0,8,3,0.5,4,2,1,0.33,9,1,0,6,2,18.88,9,1529.25,0.06,40,0.11,84.96,169.92,0.33,2,4,8,0.43,20,20,10,9,7,0,6,N
16,17,5,0,1,28,9,0.21,12,2.33,7,0.78,36,7,0.75,43,1,81.27,13.35,14482.39,0.36,186,0.07,804.58,1084.92,0.78,8,14,29,0.15,82,104,43,14,61,2.27,43,Y
1,7,1,0,0,12,4,0.67,6,2,2,0.5,14,4,1,6,0,10.28,10,1027.99,0.03,27,0.1,57.11,102.8,1,3,6,12,0.5,8,19,4,10,8,0,6,N
1,7,4,0,0,12,4,0.33,6,2,3,0.75,20,3,0.67,12,2,18.68,12.83,3076.44,0.08,51,0.08,170.91,239.72,0.75,3,6,18,0.29,22,29,12,14,14,0,12,N
1,15,4,0,1,22,8,0.42,10,2.2,8,1,27,8,1,19,1,23.36,18.35,7869.25,0.14,85,0.05,437.18,428.77,1,6,11,21,0.36,39,46,17,16,22,5,19,N
3,15,8,0,0,28,8,0.38,14,2,6,0.75,36,5,0.57,21,0,37.88,20.9,16545.99,0.26,141,0.05,919.22,791.67,0.63,7,14,30,0.15,66,75,30,19,55,0,21,N
2,29,5,7,1,52,1,0.02,24,2.17,1,1,72,1,0,49,0,46.96,44.27,92035.5,0.69,327,0.02,5113.08,2078.92,1,14,26,59,0.01,125,202,48,34,67,14.04,56,N
20,12,3,0,4,14,7,0.26,6,2.33,4,0.57,22,1,0,27,5,23.63,21.45,10872.53,0.17,94,0.05,604.03,506.88,0.14,4,7,17,0.13,39,55,20,22,52,12.9,27,Y
3,5,0,0,0,8,3,0.3,4,2,1,0.33,10,1,0,10,3,9.15,16.25,2416.01,0.05,35,0.06,134.22,148.68,0.33,2,4,9,0.21,15,20,6,13,14,0,10,N
122,41,1,3,35,70,21,0.28,30,2.33,2,0.1,76,3,0.1,73,0,69.75,30.42,64529.21,0.71,331,0.03,3584.96,2121.51,0.14,20,35,57,0.09,146,185,60,25,234,34.23,76,N
4,11,2,0,0,18,6,0.32,8,2.25,2,0.33,21,3,0.4,19,0,17.53,23.33,9541.89,0.14,87,0.04,530.11,408.94,0.5,5,9,17,0.25,40,47,12,14,24,0,19,N
9,13,3,3,1,24,7,0.23,12,2,4,0.57,30,4,0.5,28,3,42.78,14.1,8504.78,0.2,108,0.07,472.49,603.18,0.57,6,12,25,0.17,47,61,30,18,42,12.5,31,Y
31,24,12,0,27,20,17,0.18,10,2,12,0.71,56,4,0.19,93,1,70.21,38.18,102358.84,0.89,409,0.03,5686.6,2680.83,0.24,5,10,41,0.11,180,229,66,28,152,22.5,93,Y
3,3,12,0,2,4,2,0.05,2,2,2,1,53,1,0,42,0,100.54,28.52,81768.15,0.96,471,0.04,4542.68,2867.19,0.5,1,2,53,0.04,220,251,54,14,48,4.55,42,N
8,3,2,0,1,4,2,0.14,2,2,2,1,8,1,0,14,1,31.25,9.28,2692.01,0.1,61,0.11,149.56,290.05,0.5,1,2,8,0.08,27,34,16,11,24,6.67,14,N
32,12,15,16,73,12,8,0.13,6,2,8,1,52,1,0,48,0,52.7,22.28,26165.5,0.39,198,0.04,1453.64,1174.29,0.13,3,6,46,0.05,79,119,39,22,170,64.95,64,Y
5,7,0,0,0,10,4,0.4,4,2.5,1,0.25,11,1,0,10,2,6.98,22.1,3409.75,0.05,37,0.05,189.43,154.29,0.25,3,5,9,0.25,17,20,5,13,16,0,10,N
4,37,4,0,6,54,20,0.4,22,2.45,7,0.35,74,12,0.58,50,2,25.8,70.29,127457.2,0.6,307,0.01,7080.96,1813.42,0.6,16,31,56,0.36,123,184,28,32,55,10.71,50,N
0,5,6,1,0,8,3,0.15,4,2,2,0.67,21,1,0,19,0,32.45,13.89,6264.19,0.15,91,0.07,348.01,450.83,0.33,2,4,20,0.14,44,47,19,12,21,5,20,N
2,13,4,0,0,24,7,0.24,12,2,2,0.29,30,3,0.33,29,1,28.86,20.94,12659.07,0.2,122,0.05,703.28,604.41,0.43,6,12,25,0.22,58,64,18,13,32,0,29,N
9,59,13,0,1,82,34,0.39,40,2.05,22,0.65,137,15,0.42,88,2,69.41,44.8,139298.89,1.04,466,0.02,7738.83,3109.35,0.44,21,41,105,0.34,196,270,70,32,99,1.12,88,N
15,9,1,0,10,16,5,0.13,8,2,5,1,23,1,0,39,1,69.33,25.12,43734.03,0.58,296,0.04,2429.67,1741.26,0.2,4,8,20,0.08,135,161,43,16,65,20.41,39,N
11,7,2,0,0,12,4,0.21,6,2,4,1,14,1,0,19,1,35.9,13,6067.94,0.16,91,0.08,337.11,466.76,0.25,3,6,12,0.13,39,52,21,14,31,0,19,N
7,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,0,11.15,7.33,599.49,0.03,20,0.14,33.31,81.75,0.5,1,2,5,0.15,8,12,6,11,13,0,5,N
0,7,2,0,0,12,4,0.24,6,2,3,0.75,13,1,0,17,2,25.55,11.15,3178.67,0.09,63,0.09,176.59,284.98,0.25,3,6,11,0.22,29,34,13,10,18,0,17,N
5,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,0,14.04,2,56.15,0.01,10,0.5,3.12,28.07,0.5,1,2,6,0.15,3,7,3,4,13,0,7,N
5,49,0,0,0,56,25,0.48,16,3.5,1,0.04,65,25,1,52,4,31.64,38.62,47183.65,0.41,249,0.03,2621.31,1221.82,1,20,28,42,0.43,101,148,17,13,58,0,52,N
4,11,1,0,0,20,6,0.16,10,2,2,0.33,21,1,0,37,2,38.89,13.93,7545.68,0.18,97,0.07,419.2,541.74,0.17,5,10,17,0.14,39,58,28,20,42,0,37,N
