@relation KC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1,1,0,0,1,1,1,5,12.65,4.38,242.16,0.02,16,0.23,13.45,55.35,5,11,4,7,8,N
4,11,0,3,6,6,1,48,39.07,21.88,18709.51,0.29,176,0.05,1039.42,855,62,114,17,12,59,N
5,9,0,0,5,4,1,20,19.15,21.33,8714.36,0.14,93,0.05,484.13,408.49,32,61,9,12,27,Y
3,5,0,2,3,3,1,46,48.4,21,21346.25,0.34,191,0.05,1185.9,1016.49,70,121,25,15,58,Y
1,5,2,6,3,3,1,16,23.17,9.33,2018.06,0.07,46,0.11,112.11,216.22,16,30,12,14,27,N
1,3,0,0,2,2,1,11,8.95,14.3,1830.4,0.04,32,0.07,101.69,128,13,19,5,11,14,N
0,1,0,0,1,1,1,4,16.73,3,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,7,Y
0,1,0,0,1,1,1,3,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,7,N
12,19,0,0,10,9,7,59,35.46,40.09,56980.83,0.47,247,0.02,3165.6,1421.46,93,154,29,25,73,Y
2,1,0,0,1,1,1,4,27.6,3.85,409.16,0.04,26,0.26,22.73,106.27,11,15,10,7,8,Y
6,9,0,1,5,5,1,51,70.96,13,11991.65,0.31,167,0.08,666.2,922.43,66,101,33,13,61,N
3,1,0,0,1,1,1,5,24.31,4.28,444.89,0.03,26,0.23,24.72,104,11,15,9,7,10,Y
3,7,0,0,4,4,1,35,40.21,10.47,4409.92,0.14,85,0.1,245,421.11,29,56,18,13,41,Y
0,3,0,0,2,2,1,0,3.86,7,189,0.01,9,0.14,10.5,27,2,7,1,7,2,N
1,17,0,1,9,9,9,32,28.74,16.88,8184.35,0.16,102,0.06,454.69,485,27,75,12,15,36,N
6,7,0,2,4,3,3,36,57.62,13.78,10946.73,0.26,138,0.07,608.15,794.17,60,78,37,17,50,N
2,3,0,0,2,2,1,10,15.99,6.67,710.71,0.04,28,0.15,39.48,106.61,10,18,6,8,15,N
0,3,0,0,2,2,1,3,6,4.5,121.5,0.01,9,0.22,6.75,27,3,6,2,6,5,N
0,3,0,0,2,2,1,12,24.31,8,1555.89,0.06,45,0.13,86.44,194.49,16,29,10,10,15,N
0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,2,0,2,0,2,4,N
0,1,0,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
12,35,0,1,18,15,14,93,60.37,42.25,107760.09,0.85,399,0.02,5986.67,2550.53,169,230,56,28,109,Y
0,5,0,0,4,1,1,18,19.5,8.13,1287.46,0.05,38,0.12,71.53,158.46,13,25,8,10,20,N
0,1,0,0,1,1,1,4,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,6,N
7,9,0,0,5,4,3,26,30.09,14.58,6400.08,0.15,87,0.07,355.56,438.86,35,52,18,15,42,N
9,13,0,3,7,6,7,48,44.1,19.44,16666.88,0.29,158,0.05,925.94,857.35,54,104,25,18,62,N
7,37,0,7,19,19,12,61,42.59,29.25,36434.54,0.42,231,0.03,2024.14,1245.63,78,153,24,18,77,Y
1,1,0,0,1,1,1,12,24.67,8.25,1679.37,0.07,45,0.12,93.3,203.56,18,27,12,11,18,N
0,3,0,0,2,2,1,19,30.44,6.54,1301.39,0.07,44,0.15,72.3,199.04,17,27,13,10,23,N
1,5,0,2,3,3,1,17,33.33,9.17,2800.68,0.1,65,0.11,155.59,305.53,25,40,15,11,25,N
32,23,0,44,12,12,8,142,140.96,21.49,65087.11,1.01,453,0.05,3615.95,3028.98,190,263,84,19,220,Y
2,3,0,0,2,1,1,31,74.84,9.81,7209.3,0.24,141,0.1,400.52,734.53,53,88,27,10,35,N
0,1,0,0,1,1,1,4,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,6,N
0,1,0,0,1,1,1,2,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,5,10,5,7,6,N
7,3,0,1,2,2,1,10,20.61,6.5,870.87,0.04,31,0.15,48.38,133.98,13,18,10,10,20,Y
3,7,0,2,4,2,1,25,61.35,9.63,5688.55,0.2,111,0.1,316.03,590.73,40,71,27,13,43,N
4,5,0,3,3,3,1,12,20.92,11.55,2790.22,0.08,55,0.09,155.01,241.58,21,34,10,11,21,N
5,11,0,4,6,5,1,54,40.62,19.73,15808.22,0.27,155,0.05,878.23,801.34,62,93,22,14,65,Y
4,16,0,5,9,9,1,73,52.56,22.65,26954.95,0.4,212,0.04,1497.5,1190.32,78,134,31,18,87,N
6,9,0,3,5,5,1,51,50.46,15.29,11794.86,0.26,144,0.07,655.27,771.49,53,91,26,15,68,N
2,7,0,0,4,4,1,15,13.45,16.71,3756.37,0.07,52,0.06,208.69,224.74,18,34,7,13,19,N
0,1,0,2,1,1,1,9,28.62,7.46,1594.5,0.07,46,0.13,88.58,213.62,19,27,14,11,13,Y
5,13,0,16,7,5,4,56,37.85,22.5,19161.04,0.28,146,0.04,1064.5,851.6,50,96,30,27,79,N
1,5,2,8,3,3,1,16,23.17,9.33,2018.06,0.07,46,0.11,112.11,216.22,16,30,12,14,29,N
0,1,0,0,1,1,1,10,32.11,4.2,566.52,0.04,33,0.24,31.47,134.89,12,21,10,7,14,Y
0,1,1,0,1,1,1,6,15.38,3.6,199.26,0.02,16,0.28,11.07,55.35,6,10,5,6,10,N
1,3,0,0,2,1,1,12,13.87,7.5,780,0.03,26,0.13,43.33,104,9,17,6,10,15,N
0,1,0,0,1,1,1,2,0,0,0,0,5,0,0,11.61,0,5,0,5,4,N
1,11,0,0,6,5,4,18,15.35,15.83,3847.55,0.08,53,0.06,213.75,243,19,34,9,15,23,N
0,5,0,0,3,3,1,18,29.61,8.53,2155.12,0.08,52,0.12,119.73,252.62,21,31,16,13,23,N
0,1,0,0,1,1,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,1,N
3,8,0,1,5,5,3,34,53.98,10,5397.5,0.18,107,0.1,299.86,539.75,35,72,21,12,42,N
0,1,0,0,1,1,1,0,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
1,1,0,0,1,1,1,5,14.4,2.5,90,0.01,12,0.4,5,36,5,7,4,4,7,N
13,21,2,10,11,8,8,70,41.39,30.44,38352.97,0.42,216,0.03,2130.72,1259.9,90,126,34,23,97,Y
3,35,0,10,18,18,5,53,68.88,15.48,16513.25,0.36,192,0.06,917.4,1066.48,60,132,31,16,68,Y
1,21,0,0,11,10,11,25,45.45,13.43,8196.42,0.2,121,0.07,455.36,610.37,47,74,21,12,28,N
1,12,0,1,7,7,3,78,154.03,12.29,23269.16,0.63,311,0.08,1292.73,1893.2,104,207,55,13,84,Y
3,7,0,0,4,3,1,19,14.98,17.45,4564.69,0.09,55,0.06,253.59,261.51,24,31,11,16,24,Y
0,1,0,0,1,1,1,5,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,9,Y
0,3,0,1,2,2,1,11,17.59,6.87,831.38,0.04,29,0.15,46.19,120.93,11,18,8,10,14,Y
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,3,N
0,1,0,0,1,1,1,11,41.07,5.43,1210.42,0.07,50,0.18,67.25,222.97,19,31,14,8,15,N
0,3,0,0,2,2,1,8,10.42,6.75,474.58,0.02,19,0.15,26.37,70.31,6,13,4,9,10,N
5,9,0,3,5,4,3,25,39.13,10.61,4401.18,0.14,83,0.09,244.51,415,31,52,19,13,35,Y
9,49,0,7,25,22,7,108,60.45,38.21,88254.54,0.77,396,0.03,4903.03,2309.82,131,265,36,21,127,N
0,7,0,0,4,4,1,21,42.94,8.68,3238.55,0.12,76,0.12,179.92,372.92,30,46,19,11,25,Y
20,17,2,11,9,7,7,70,53.5,19.65,20664.58,0.35,178,0.05,1148.03,1051.43,73,105,39,21,107,Y
1,11,0,0,6,5,3,32,29.51,21.37,13473.84,0.21,125,0.05,748.55,630.55,58,67,19,14,35,N
0,1,0,0,1,1,1,5,21.25,2.4,122.4,0.02,17,0.42,6.8,51,8,9,5,3,7,N
19,33,0,0,17,7,5,38,48.61,38.92,73638.77,0.63,319,0.03,4091.04,1891.91,138,181,39,22,60,N
2,1,0,1,1,1,1,9,17.98,5.79,601.71,0.03,26,0.17,33.43,104,9,17,7,9,14,N
0,1,0,0,1,1,1,7,31.28,3.43,367.69,0.04,31,0.29,20.43,107.24,12,19,7,4,9,Y
2,1,0,0,1,1,1,7,15.78,4,252.47,0.02,19,0.25,14.03,63.12,8,11,5,5,10,N
2,11,0,0,6,6,3,34,30.49,18.5,10434.98,0.19,120,0.05,579.72,564.05,37,83,13,13,38,N
0,1,0,0,1,1,1,0,0,0,0,0,4,0,0,8,0,4,0,4,1,N
18,29,0,5,15,14,11,88,104.99,33.28,116258.98,1.16,527,0.03,6458.83,3493.67,197,330,74,25,113,Y
0,1,0,0,1,1,1,10,29.33,3,264,0.03,22,0.33,14.67,88,10,12,10,6,16,N
3,13,0,0,7,7,3,44,46.71,19.69,18105.81,0.31,174,0.05,1005.88,919.66,63,111,24,15,52,N
8,9,0,9,5,5,3,33,33.74,12.4,5188.53,0.14,88,0.08,288.25,418.43,31,57,15,12,52,N
2,23,0,3,12,12,1,62,44.45,27.27,33061.94,0.4,231,0.04,1836.77,1212.27,75,156,22,16,69,Y
0,3,0,0,2,2,1,6,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,8,N
1,9,0,0,5,4,1,30,43.17,9.55,3933.53,0.14,81,0.1,218.53,412.08,35,46,22,12,40,N
5,3,0,0,2,2,1,15,45.4,7.75,2726.93,0.12,74,0.13,151.5,351.86,31,43,18,9,27,N
1,8,0,1,5,5,3,37,45.68,10.74,5266.05,0.16,99,0.09,292.56,490.47,34,65,19,12,41,N
0,3,0,0,2,2,1,14,29.29,7.92,1835.8,0.08,52,0.13,101.99,231.89,19,33,12,10,16,N
3,3,0,0,2,2,1,12,15.23,6,548.26,0.03,24,0.17,30.46,91.38,9,15,6,8,17,N
0,1,0,0,1,1,1,6,23.22,0.5,5.8,0,5,2,0.32,11.61,4,1,4,1,9,N
0,1,0,1,1,1,1,5,19.46,4.5,394.06,0.03,23,0.22,21.89,87.57,9,14,7,7,9,N
24,53,0,6,27,18,22,113,60,46.67,130658.97,0.93,438,0.02,7258.83,2799.84,168,270,54,30,150,Y
0,3,0,0,2,1,1,7,13.11,12.25,1966.61,0.05,36,0.08,109.26,160.54,14,22,8,14,9,N
5,23,0,4,12,12,5,53,46.66,19.09,17006.5,0.3,171,0.05,944.81,890.82,56,115,22,15,64,N
16,13,0,6,7,7,1,69,68.37,21.91,32835.61,0.5,247,0.05,1824.2,1498.32,103,144,47,20,93,Y
1,1,0,0,1,1,1,14,22.2,2.67,157.89,0.02,16,0.38,8.77,59.21,12,4,9,4,24,N
4,5,0,2,3,3,1,29,34.34,14.4,7120.92,0.16,104,0.07,395.61,494.51,36,68,15,12,39,N
7,15,0,2,8,8,1,52,43.95,24.33,26025.75,0.36,185,0.04,1445.88,1069.55,73,112,33,22,63,Y
4,5,0,0,3,2,3,22,45.74,13.75,8648.24,0.21,119,0.07,480.46,628.96,55,64,26,13,28,N
1,1,0,0,1,1,1,11,45.63,1.1,55.21,0.02,14,0.91,3.07,50.19,11,3,10,2,22,Y
1,3,0,0,2,2,1,10,15.92,7.86,982.91,0.04,30,0.13,54.61,125.1,10,20,7,11,17,N
7,17,0,4,9,9,8,50,58.5,18.57,20176.5,0.36,199,0.05,1120.92,1086.43,65,134,28,16,63,N
2,7,0,3,4,4,1,24,27.57,16.32,7345.59,0.15,90,0.06,408.09,450,37,53,17,15,31,N
10,19,0,5,10,9,5,58,57.29,17.14,16836.92,0.33,181,0.06,935.38,982.15,64,117,28,15,75,N
2,5,0,0,3,3,3,12,15.47,7.5,870,0.04,29,0.13,48.33,116,9,20,6,10,17,N
0,3,0,0,2,2,1,15,43.51,6.43,1797.96,0.09,61,0.16,99.89,279.68,18,43,14,10,21,Y
4,3,0,0,2,2,1,13,30.49,5.79,1020.71,0.06,39,0.17,56.71,176.42,18,21,14,9,19,N
3,19,0,1,10,10,6,46,54.12,17.66,16870.97,0.32,174,0.06,937.28,955.58,64,110,29,16,52,N
2,1,0,4,1,1,1,5,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,5,9,5,5,13,N
0,1,0,0,1,1,1,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,2,N
0,8,0,1,5,5,3,38,45.65,11.05,5574.06,0.17,100,0.09,309.67,504.44,34,66,20,13,41,N
0,1,0,0,1,1,1,4,23.07,4.13,392.63,0.03,25,0.24,21.81,95.18,11,14,8,6,7,N
2,1,0,0,1,1,1,10,27.26,5.2,737.24,0.05,34,0.19,40.96,141.78,13,21,10,8,16,N
2,10,0,2,6,6,1,45,27.12,24.59,16398.39,0.22,129,0.04,911.02,666.92,44,85,17,19,51,N
0,3,0,0,2,1,1,3,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,5,N
0,1,0,1,1,1,1,4,14.17,3.75,199.32,0.02,16,0.27,11.07,53.15,5,11,4,6,7,N
4,21,0,4,11,11,5,50,43.27,18.38,14608.84,0.27,155,0.05,811.6,795.04,49,106,20,15,60,N
1,5,0,0,3,2,1,8,12.8,7.5,720,0.03,24,0.13,40,96,9,15,6,10,11,N
1,5,2,1,3,3,1,13,16.82,8.75,1287.66,0.05,33,0.11,71.54,147.16,10,23,8,14,19,N
0,3,0,0,2,2,1,9,11.35,8.8,879.22,0.03,27,0.11,48.85,99.91,11,16,5,8,11,N
0,1,0,0,1,1,1,3,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,4,N
2,9,0,0,5,4,3,34,35.44,13,5989.62,0.15,93,0.08,332.76,460.74,36,57,18,13,38,Y
3,3,0,0,2,2,1,13,16.56,6.67,736.09,0.04,29,0.15,40.89,110.41,10,19,6,8,18,N
8,18,0,0,10,10,8,61,48.86,18.3,16361.74,0.3,168,0.05,908.99,894.08,61,107,25,15,71,N
2,1,0,2,1,1,1,6,15.5,4.67,337.59,0.02,19,0.21,18.75,72.34,7,12,6,8,12,N
0,1,0,0,1,1,1,0,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,2,N
0,1,0,21,1,1,1,3,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,27,N
7,9,0,1,5,4,3,32,35.31,14.64,7570.25,0.17,100,0.07,420.57,516.99,41,59,21,15,49,N
2,9,0,2,5,4,5,19,21.06,10.8,2456.25,0.08,51,0.09,136.46,227.43,18,33,10,12,25,N
1,10,0,1,6,6,3,71,165.42,10.89,19613.39,0.6,298,0.09,1089.63,1801.23,98,200,54,12,78,Y
0,3,0,0,2,2,1,5,4.21,6,151.6,0.01,9,0.17,8.42,25.27,2,7,1,6,7,N
3,7,0,0,4,4,1,38,38.83,12.63,6195.35,0.16,99,0.08,344.19,490.47,40,59,19,12,44,N
2,3,0,0,2,2,1,10,15.06,7.33,809.7,0.04,29,0.14,44.98,110.41,11,18,6,8,14,N
1,1,0,0,1,1,1,12,19.13,8.5,1382.33,0.05,39,0.12,76.8,162.63,17,22,9,9,15,Y
0,8,0,0,5,5,1,48,60.03,10.08,6102.99,0.2,118,0.1,339.06,605.26,44,74,24,11,55,Y
13,5,0,10,3,2,1,28,51.12,9,4141.1,0.15,89,0.11,230.06,460.12,36,53,24,12,53,N
1,13,0,0,7,3,7,14,25.13,9.58,2307.76,0.08,54,0.1,128.21,240.81,23,31,12,10,20,Y
0,1,0,11,1,1,1,3,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,16,N
1,3,0,0,2,2,1,21,64.5,7.14,3291,0.15,93,0.14,182.83,460.74,30,63,21,10,30,Y
5,23,0,4,12,12,5,55,45.08,20.45,18860.59,0.31,177,0.05,1047.81,922.07,60,117,22,15,66,Y
5,9,0,1,5,4,1,48,74.95,13.19,13042.34,0.33,178,0.08,724.57,988.72,69,109,34,13,56,Y
13,27,0,23,14,13,12,81,41.82,31.2,40708.58,0.43,220,0.03,2261.59,1304.76,84,136,35,26,119,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,N
3,5,0,1,3,3,1,17,27.54,9.09,2276.02,0.08,57,0.11,126.45,250.36,20,37,11,10,23,N
1,1,0,0,1,1,1,3,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,6,N
2,8,0,0,5,5,3,49,81.84,12,11784.37,0.33,174,0.08,654.69,982.03,56,118,35,15,53,N
0,1,0,0,1,1,1,0,20.68,1,20.68,0.01,8,1,1.15,20.68,4,4,4,2,2,N
0,1,0,0,1,1,1,4,16.78,6.29,663.06,0.04,27,0.16,36.84,105.49,11,16,7,8,6,N
0,1,0,0,1,1,1,4,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,6,N
0,3,0,0,2,2,1,7,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,9,N
2,9,0,0,5,4,1,24,33.51,14.87,7408.8,0.17,93,0.07,411.6,498.25,38,55,23,18,28,N
5,13,1,4,7,6,7,47,46.31,21.95,22309.61,0.34,182,0.05,1239.42,1016.46,67,115,29,19,59,N
1,3,0,0,2,2,1,9,11.29,9,914.21,0.03,26,0.11,50.79,101.58,9,17,5,10,16,N
0,1,0,0,1,1,1,5,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,12,16,8,6,8,N
0,1,0,0,1,1,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,6,N
1,3,0,0,2,2,1,13,16.45,7.2,852.58,0.04,32,0.14,47.37,118.41,9,23,5,8,16,Y
5,21,0,4,11,11,5,52,43.7,19.29,16252.03,0.28,163,0.05,902.89,842.7,54,109,21,15,63,N
1,5,0,1,3,2,1,18,22.33,14.18,4490.66,0.11,70,0.07,249.48,316.65,26,44,11,12,23,Y
2,1,0,0,1,1,1,8,23,4,368,0.03,23,0.25,20.44,92,8,15,8,8,14,N
0,1,0,0,1,1,1,3,9.36,4.17,162.5,0.01,13,0.24,9.03,39,5,8,3,5,6,N
2,1,2,2,1,1,1,2,18,2,72,0.01,12,0.5,4,36,4,8,4,4,10,N
2,5,0,5,3,3,1,21,20.8,10.63,2348.19,0.07,53,0.09,130.44,221.01,17,36,8,10,30,N
0,1,0,0,1,1,1,12,52.46,5.56,1619.04,0.1,62,0.18,89.95,291.43,25,37,18,8,17,N
0,1,0,0,1,1,1,0,0,0,0,0,4,0,0,8,0,4,0,4,2,N
2,1,0,1,1,1,1,7,23.2,5,580,0.04,29,0.2,32.22,116,10,19,8,8,15,N
3,9,0,0,5,4,3,19,20.24,15.83,5074.74,0.11,63,0.06,281.93,320.51,25,38,15,19,24,Y
0,1,0,0,1,1,1,2,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,2,7,2,7,4,N
1,7,0,0,4,3,3,28,28.31,13,4784.22,0.12,75,0.08,265.79,368.02,26,49,15,15,31,N
3,1,3,1,1,1,1,16,101.6,4.27,1848.73,0.14,82,0.23,102.71,433.4,39,43,32,7,25,N
0,1,0,0,1,1,1,7,20,5,500,0.03,25,0.2,27.78,100,10,15,8,8,11,N
2,5,0,0,3,2,3,5,16.01,13.5,2917.3,0.07,50,0.07,162.07,216.1,18,32,8,12,9,Y
2,1,0,1,1,1,1,8,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,10,16,8,9,14,N
6,25,0,0,13,6,7,35,20.15,49.38,49145.34,0.33,187,0.02,2730.3,995.2,73,114,17,23,44,N
2,3,0,0,2,2,1,16,18.95,10.31,2015.11,0.07,46,0.1,111.95,195.4,15,31,8,11,20,N
5,15,0,5,8,8,3,63,46.62,29.1,39470.86,0.45,250,0.03,2192.83,1356.57,89,161,26,17,75,Y
4,7,0,0,4,4,1,27,50.04,12.04,7254.53,0.2,114,0.08,403.03,602.54,43,71,25,14,33,N
1,3,0,1,2,2,1,8,25.1,5.25,691.79,0.04,30,0.19,38.43,131.77,14,16,12,9,15,Y
0,35,4,19,18,12,11,80,39.84,31.05,38405.82,0.41,213,0.03,2133.66,1236.97,77,136,31,25,107,N
2,1,0,6,1,1,1,3,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,16,N
1,3,0,0,2,1,1,5,11.71,7.33,629.47,0.03,21,0.14,34.97,85.84,8,13,6,11,8,N
8,13,1,1,7,7,5,49,61.43,15,13822.78,0.31,165,0.07,767.93,921.52,66,99,33,15,65,N
0,1,0,0,1,1,1,2,0,0,0,0.01,6,0,0,15.51,0,6,0,6,4,N
3,1,0,0,1,1,1,9,20.76,3.33,230.63,0.02,20,0.3,12.81,69.19,8,12,6,5,14,N
1,3,0,0,2,2,1,9,11.31,7.2,586.15,0.03,22,0.14,32.56,81.41,9,13,5,8,12,Y
3,1,0,1,1,1,1,13,45.35,6.5,1916.22,0.1,62,0.15,106.46,294.8,26,36,18,9,23,N
8,15,0,1,8,5,8,26,39.75,28.27,31758.83,0.37,191,0.04,1764.38,1123.58,67,124,32,27,38,Y
0,3,0,0,2,1,1,7,10.3,4,164.84,0.01,13,0.25,9.16,41.21,4,9,3,6,9,N
2,1,0,0,1,1,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,6,N
0,1,0,0,1,1,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1,5,0,0,3,3,1,21,29.72,11,3595.9,0.11,68,0.09,199.77,326.9,22,46,14,14,26,Y
5,7,0,3,4,4,1,27,32.84,10.61,3694.35,0.12,75,0.09,205.24,348.29,27,48,14,11,37,Y
4,55,5,5,28,16,16,144,56.22,51.24,147636.19,0.96,482,0.02,8202.01,2881.05,191,291,41,22,162,N
1,1,0,0,1,1,1,7,20.56,5,513.99,0.03,27,0.2,28.56,102.8,10,17,7,7,11,N
1,1,0,1,1,1,1,9,24.69,5.85,844.91,0.05,34,0.17,46.94,144.43,13,21,10,9,16,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,2,18.09,1,18.09,0.01,7,1,1.01,18.09,4,3,4,2,5,N
0,1,0,0,1,1,1,7,54.91,2.31,292.41,0.04,31,0.43,16.25,126.71,15,16,13,4,9,N
0,1,0,0,1,1,1,1,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
2,5,0,1,3,2,1,17,22.43,10.08,2280.63,0.08,50,0.1,126.7,226.18,22,28,12,11,25,N
1,3,0,0,2,2,1,8,14.28,5.33,406.12,0.03,20,0.19,22.56,76.15,8,12,6,8,16,N
23,25,0,22,13,12,11,112,50.99,43.27,95460.74,0.74,365,0.02,5303.37,2206.2,125,240,39,27,165,Y
1,1,0,0,1,1,1,5,17.44,4.67,379.91,0.03,22,0.21,21.11,81.41,8,14,6,7,9,N
16,51,7,9,26,19,16,171,64.47,49.32,156823.6,1.06,491,0.02,8712.42,3179.59,194,297,59,30,205,Y
4,9,0,0,5,5,4,28,29.87,16.71,8344.83,0.17,105,0.06,463.6,499.26,36,69,14,13,34,N
0,1,0,0,1,1,1,5,19.53,4,312.55,0.03,20,0.25,17.36,78.14,7,13,7,8,7,Y
3,9,0,2,5,4,4,43,37.93,16.5,10325.25,0.21,122,0.06,573.62,625.77,44,78,20,15,50,Y
1,7,0,0,4,4,1,25,44.45,9.47,3989.43,0.14,85,0.11,221.64,421.11,30,55,19,12,31,N
0,1,0,0,1,1,1,7,26.64,2.86,217.45,0.03,22,0.35,12.08,76.11,10,12,7,4,8,N
1,5,0,2,3,3,1,11,15.65,7.31,836.91,0.04,28,0.14,46.49,114.45,13,15,8,9,16,N
2,9,1,0,5,5,1,36,35.3,17,10202.14,0.2,117,0.06,566.79,600.13,51,66,21,14,43,N
6,17,0,5,9,6,7,58,55.28,18.76,19447.82,0.35,177,0.05,1080.43,1036.85,77,100,39,19,74,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,3,N
0,1,0,0,1,1,1,1,14.4,3,129.56,0.01,13,0.33,7.2,43.19,4,9,4,6,5,N
6,9,0,14,5,4,3,36,64.62,10.6,7260.94,0.23,122,0.09,403.39,684.99,53,69,35,14,58,N
1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4,N
8,18,1,5,10,10,3,76,63.73,19.59,24453.88,0.42,219,0.05,1358.55,1248.4,74,145,34,18,92,N
3,7,0,0,4,4,1,38,42.54,11.4,5529,0.16,97,0.09,307.17,485,38,59,20,12,46,N
0,1,0,0,1,1,1,6,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,9,N
2,5,0,0,3,3,3,15,24.39,9.27,2097.29,0.08,50,0.11,116.52,226.18,17,33,11,12,19,N
0,1,0,0,1,1,1,2,6.67,1.5,15,0,5,0.67,0.83,10,3,2,2,2,3,N
3,15,1,2,8,5,7,34,33.95,18.06,11072.86,0.2,111,0.06,615.16,613.12,43,68,25,21,44,N
0,1,0,0,1,1,1,6,14.26,2,57.06,0.01,9,0.5,3.17,28.53,5,4,5,4,9,N
0,1,0,0,1,1,1,6,21.58,3,194.18,0.02,17,0.33,10.79,64.73,8,9,8,6,10,N
2,1,0,1,1,1,1,11,40.53,6.19,1551.63,0.08,54,0.16,86.2,250.77,22,32,16,9,18,N
2,7,0,0,4,4,1,35,32.91,14.91,7317.04,0.16,100,0.07,406.5,490.69,39,61,17,13,39,N
1,5,0,2,3,3,1,18,24.4,9.9,2391.62,0.08,55,0.1,132.87,241.58,18,37,10,11,23,N
2,5,0,0,3,3,1,11,16.2,10.89,1921.01,0.06,39,0.09,106.72,176.42,14,25,9,14,15,N
0,1,0,0,1,1,1,0,4.75,1,4.75,0,3,1,0.26,4.75,1,2,1,2,4,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Y
2,1,0,0,1,1,1,4,12.19,5,304.72,0.02,17,0.2,16.93,60.94,5,12,4,8,8,Y
0,1,0,0,1,1,1,4,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,6,7,5,4,6,N
1,3,1,0,2,2,1,16,23.49,9.35,2053.4,0.07,50,0.11,114.08,219.62,17,33,10,11,22,N
2,7,0,0,4,4,1,31,25.32,14.31,5182.54,0.12,78,0.07,287.92,362.22,31,47,13,12,35,Y
0,5,0,0,3,3,1,13,14.3,13,2415.96,0.06,43,0.08,134.22,185.84,14,29,7,13,15,N
1,1,0,0,1,1,1,6,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,9,N
0,1,0,0,1,1,1,4,4.44,4.5,90,0.01,10,0.22,5,20,3,7,1,3,6,N
0,1,0,0,1,1,1,6,23.22,0.5,5.8,0,5,2,0.32,11.61,4,1,4,1,10,N
